"","cells","sc3.Initial","Monocle.Initial","Seurat.Initial","Consensus.Initial","sc3.33","Monocle.33","Seurat.33","Consensus.33","sc3.66","Monocle.66","Seurat.66","Consensus.66","sc3.90","Monocle.90","Seurat.90","Consensus.90","sc3.Final","Monocle.Final","Seurat.Final","Consensus.Final"
"241","LS-15522_S50_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"242","LS-15522_S51_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"243","LS-15522_S53_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"244","LS-15522_S54_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"245","LS-15522_S55_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"246","LS-15522_S56_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"247","LS-15522_S57_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"248","LS-15522_S58_E1-50",3,16,14,7,3,16,14,6,3,16,14,7,3,16,14,9,3,16,14,8
"249","LS-15522_S59_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"250","LS-15522_S60_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"251","LS-15522_S61_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"252","LS-15522_S62_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"253","LS-15522_S63_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"254","LS-15522_S64_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"255","LS-15524_S09_E1-50",3,16,23,7,3,16,23,6,3,16,23,7,3,16,23,9,3,16,14,8
"256","LS-15524_S10_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"257","LS-15524_S11_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"258","LS-15524_S12_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"259","LS-15524_S13_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"260","LS-15524_S14_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"261","LS-15524_S15_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"262","LS-15524_S16_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"263","LS-15524_S17_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"264","LS-15524_S18_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"265","LS-15524_S19_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"266","LS-15524_S20_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"267","LS-15524_S21_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"268","LS-15524_S22_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"269","LS-15524_S23_E1-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"270","LS-15524_S24_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"271","LS-15524_S49_E1-50",3,16,14,7,3,16,14,6,3,16,14,7,3,16,14,9,3,16,14,8
"272","LS-15524_S50_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"273","LS-15524_S51_E1-50",24,2,6,5,24,2,6,5,24,2,6,6,24,2,6,7,24,2,6,10
"274","LS-15524_S52_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"275","LS-15524_S53_E1-50",24,16,6,5,24,16,6,5,24,16,6,6,24,16,6,7,24,16,6,10
"276","LS-15524_S54_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"277","LS-15524_S55_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"278","LS-15524_S56_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"279","LS-15524_S57_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"280","LS-15524_S58_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"281","LS-15524_S59_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"282","LS-15524_S60_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"283","LS-15524_S61_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"284","LS-15524_S62_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"285","LS-15524_S63_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"286","LS-15524_S64_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"287","LS-15524_S65_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"288","LS-15524_S66_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"289","LS-15524_S67_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"290","LS-15524_S68_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"291","LS-15524_S69_E1-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"292","LS-15524_S70_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"293","LS-15524_S71_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"294","LS-15524_S72_E1-50",4,16,6,-1,4,16,6,-1,4,16,6,-1,4,16,6,-1,3,16,6,8
"295","LS-15524_S73_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"296","LS-15524_S74_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"297","LS-15524_S75_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"298","LS-15524_S76_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"299","LS-15524_S77_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"300","LS-15524_S78_E1-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"301","LS-15524_S79_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"302","LS-15524_S80_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"303","LS-15524_S81_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"304","LS-15524_S82_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"305","LS-15524_S83_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"306","LS-15524_S84_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"307","LS-15524_S85_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"308","LS-15524_S86_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"309","LS-15524_S87_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"310","LS-15524_S88_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"311","LS-15525_S01_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"312","LS-15525_S02_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"313","LS-15525_S03_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"314","LS-15525_S04_E1-50",12,8,3,2,12,8,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"315","LS-15525_S05_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"316","LS-15525_S06_E1-50",12,6,3,2,12,6,3,3,12,6,3,3,12,6,3,4,12,6,3,4
"317","LS-15526_S65_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"318","LS-15526_S66_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"319","LS-15526_S67_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"320","LS-15526_S69_E1-50",3,10,6,-1,3,10,6,-1,3,10,6,-1,3,10,6,-1,3,10,6,-1
"321","LS-15526_S70_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"322","LS-15526_S71_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"323","LS-15526_S72_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"324","LS-15526_S73_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"325","LS-15526_S74_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"326","LS-15526_S75_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"327","LS-15526_S76_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"328","LS-15526_S77_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"329","LS-15526_S78_E1-50",5,9,8,12,5,9,8,10,5,9,8,11,5,9,8,11,5,9,8,12
"330","LS-15526_S79_E1-50",5,9,8,12,5,9,8,10,5,9,8,11,5,9,8,11,5,9,8,12
"331","LS-15526_S80_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"332","LS-15526_S81_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"333","LS-15526_S82_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"334","LS-15526_S83_E1-50",5,9,8,12,5,9,8,10,5,9,8,11,5,9,8,11,5,9,8,12
"335","LS-15526_S84_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"336","LS-15526_S85_E1-50",7,9,8,12,7,9,8,10,7,9,8,11,7,9,8,11,5,9,8,12
"337","LS-15526_S86_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"338","LS-15526_S87_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"339","LS-15526_S88_E1-50",9,19,17,-1,9,19,17,-1,9,14,17,2,9,14,2,2,8,14,2,2
"340","LS-15526_S89_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"341","LS-15526_S90_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"342","LS-15526_S91_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"343","LS-15526_S92_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"344","LS-15526_S93_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"345","LS-15526_S94_E1-50",3,9,8,12,3,9,8,10,3,9,8,11,3,9,8,11,3,9,8,12
"346","LS-15526_S95_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"347","LS-15526_S96_E1-50",24,12,6,5,24,12,6,5,24,12,6,6,24,3,6,7,24,3,6,10
"348","LS-15532_S01_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"349","LS-15532_S02_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"350","LS-15532_S03_E1-50",9,14,14,-1,9,14,14,-1,9,14,14,2,9,14,14,-1,8,14,14,2
"351","LS-15532_S04_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"352","LS-15532_S06_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"353","LS-15532_S07_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"354","LS-15532_S08_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"355","LS-15532_S41_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"356","LS-15532_S42_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"357","LS-15532_S43_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"358","LS-15532_S44_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"359","LS-15532_S45_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"360","LS-15532_S46_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"361","LS-15532_S47_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"362","LS-15532_S48_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"363","LS-15532_S49_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"364","LS-15532_S50_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"365","LS-15532_S51_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"366","LS-15532_S52_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"367","LS-15532_S53_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"368","LS-15532_S54_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"369","LS-15532_S55_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"370","LS-15532_S56_E1-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"371","LS-15532_S57_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"372","LS-15532_S58_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"373","LS-15532_S59_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"374","LS-15532_S60_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"375","LS-15532_S61_E1-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"376","LS-15532_S62_E1-50",3,16,8,7,3,16,8,6,3,16,8,7,3,16,8,9,3,16,8,8
"377","LS-15532_S63_E1-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"378","LS-15532_S64_E1-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"379","LS-15533_S01_E12-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"380","LS-15533_S02_E12-50",3,16,14,7,3,16,14,6,3,16,14,7,3,16,14,9,3,16,14,8
"381","LS-15533_S03_E12-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"382","LS-15533_S04_E12-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"383","LS-15533_S05_E12-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"384","LS-15533_S07_E12-50",3,16,14,7,3,16,14,6,3,16,14,7,3,16,14,9,3,16,14,8
"385","LS-15533_S08_E12-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"386","LS-15533_S09_E12-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"387","LS-15533_S10_E12-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"388","LS-15533_S11_E12-50",9,14,2,1,9,14,2,2,9,14,2,2,9,14,2,2,8,14,2,2
"389","LS-15533_S12_E12-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"390","LS-15533_S13_E12-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"391","LS-15533_S14_E12-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"392","LS-15533_S15_E12-50",23,4,19,19,23,4,19,17,23,4,19,16,23,4,19,14,23,4,19,14
"393","LS-15533_S16_E12-50",4,16,23,-1,4,16,23,-1,4,16,23,-1,4,16,23,-1,3,16,14,8
"394","LS-15533_S17_E12-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"395","LS-15533_S18_E12-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"396","LS-15533_S19_E12-50",15,25,13,16,15,25,13,14,15,25,13,13,15,25,13,12,15,17,13,9
"397","LS-15533_S20_E12-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"398","LS-15533_S21_E12-50",18,24,12,20,18,24,12,18,18,24,12,17,18,24,12,15,18,24,12,16
"399","LS-15533_S22_E12-50",10,5,16,15,10,5,16,13,10,5,16,12,10,5,5,3,10,5,5,3
"400","LS-15533_S23_E12-50",15,25,13,16,15,25,13,14,15,25,13,13,15,25,13,12,15,17,13,9
"401","LS-15533_S24_E12-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"402","LS-15533_S25_E12-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"403","LS-15533_S26_E12-50",16,20,15,-1,16,20,15,-1,16,20,15,-1,16,20,9,-1,16,20,9,6
"404","LS-15533_S27_E12-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"405","LS-15533_S28_E12-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"406","LS-15533_S29_E12-50",15,25,13,16,15,25,13,14,15,25,13,13,15,25,13,12,15,17,13,9
"407","LS-15533_S30_E12-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"408","LS-15533_S31_E12-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"409","LS-15533_S32_E12-50",10,5,16,15,10,5,16,13,10,5,16,12,10,5,5,3,10,5,5,3
"410","LS-15533_S33_E12-50",16,26,9,23,16,26,9,21,16,26,9,20,16,26,9,8,16,20,9,6
"411","LS-15533_S34_E12-50",20,28,20,-1,20,28,20,-1,20,28,20,-1,20,28,20,-1,20,18,20,15
"412","LS-15533_S35_E12-50",16,26,15,18,16,26,15,16,16,26,15,15,16,26,9,8,16,20,9,6
"413","LS-15533_S36_E12-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"414","LS-15533_S37_E12-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"415","LS-15533_S38_E12-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"416","LS-15533_S39_E12-50",16,20,15,-1,16,20,15,-1,16,20,15,-1,16,20,9,-1,16,20,9,6
"417","LS-15533_S41_E12-50",19,24,7,17,19,24,7,15,19,24,7,14,19,24,7,13,19,24,7,13
"418","LS-15533_S42_E12-50",19,24,7,17,19,24,7,15,19,24,7,14,19,24,7,13,19,24,7,13
"419","LS-15533_S43_E12-50",16,20,15,-1,16,20,15,-1,16,20,15,-1,16,20,9,-1,16,20,9,6
"420","LS-15533_S44_E12-50",16,26,15,18,16,26,15,16,16,26,15,15,16,26,9,8,16,20,9,6
"421","LS-15533_S45_E12-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"422","LS-15533_S46_E12-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"423","LS-15533_S47_E12-50",16,26,15,18,16,26,15,16,16,26,15,15,16,26,9,8,16,20,9,6
"424","LS-15533_S48_E12-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"425","LS-15534_S01_E12-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"426","LS-15534_S02_E12-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"427","LS-15534_S03_E12-50",9,16,14,-1,9,16,14,-1,9,16,14,-1,9,16,14,-1,8,16,14,-1
"428","LS-15534_S04_E12-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"429","LS-15534_S05_E12-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"430","LS-15534_S06_E12-50",6,16,17,-1,6,16,17,-1,6,16,17,-1,6,16,2,-1,3,16,2,8
"431","LS-15534_S07_E12-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"432","LS-15534_S08_E12-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"433","LS-15534_S09_E12-50",24,16,6,5,24,16,6,5,24,16,6,6,24,16,6,7,24,16,6,10
"434","LS-15534_S10_E12-50",3,16,23,7,3,16,23,6,3,16,23,7,3,16,23,9,3,16,14,8
"435","LS-15534_S11_E12-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"436","LS-15534_S12_E12-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"437","LS-15534_S13_E12-50",24,3,6,5,24,3,6,5,24,3,6,6,24,3,6,7,24,3,6,10
"438","LS-15534_S14_E12-50",3,16,17,7,3,16,17,6,3,16,17,7,3,16,2,9,3,16,2,8
"439","LS-15534_S65_E12-50",16,26,15,18,16,26,15,16,16,26,15,15,16,26,9,8,16,20,9,6
"440","LS-15534_S66_E12-50",10,30,16,15,10,30,16,13,10,29,16,12,10,5,5,3,10,5,5,3
"441","LS-15534_S67_E12-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"442","LS-15534_S68_E12-50",16,26,15,18,16,26,15,16,16,26,15,15,16,26,9,8,16,20,9,6
"443","LS-15534_S69_E12-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"444","LS-15534_S70_E12-50",21,28,20,-1,21,28,20,-1,21,28,20,-1,21,28,20,-1,21,18,20,15
"445","LS-15534_S71_E12-50",16,26,15,18,16,26,15,16,16,26,15,15,16,26,9,8,16,20,9,6
"446","LS-15534_S72_E12-50",19,24,7,17,19,24,7,15,19,24,7,14,19,24,7,13,19,24,7,13
"447","LS-15534_S73_E12-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"448","LS-15534_S74_E12-50",21,18,20,-1,21,18,20,-1,21,18,20,-1,21,18,20,-1,21,18,20,15
"449","LS-15534_S75_E12-50",21,18,20,-1,21,18,20,-1,21,18,20,-1,21,18,20,-1,21,18,20,15
"450","LS-15534_S76_E12-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"451","LS-15534_S77_E12-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"452","LS-15534_S78_E12-50",17,26,15,18,17,26,15,16,17,26,15,15,17,26,9,8,16,20,9,6
"453","LS-15534_S79_E12-50",16,26,15,18,16,26,15,16,16,26,15,15,16,26,9,8,16,20,9,6
"454","LS-15534_S80_E12-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"455","LS-15534_S89_E12-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"456","LS-15534_S90_E12-50",16,26,15,18,16,26,15,16,16,26,15,15,16,26,9,8,16,20,9,6
"457","LS-15534_S91_E12-50",16,26,15,18,16,26,15,16,16,26,15,15,16,26,9,8,16,20,9,6
"458","LS-15534_S94_E12-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"459","LS-15534_S95_E12-50",16,26,15,18,16,26,15,16,16,26,15,15,16,26,9,8,16,20,9,6
"460","LS-15534_S96_E12-50",16,26,15,18,16,26,15,16,16,26,15,15,16,26,9,8,16,20,9,6
"461","LS-15538_S01_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"462","LS-15538_S02_E1-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"463","LS-15538_S03_E1-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"464","LS-15538_S04_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"465","LS-15538_S05_E1-50",18,28,12,20,18,28,12,18,18,28,12,17,18,28,12,15,18,18,12,16
"466","LS-15538_S06_E1-50",16,20,15,-1,16,20,15,-1,16,20,15,-1,16,20,9,-1,16,20,9,6
"467","LS-15538_S07_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"468","LS-15538_S08_E1-50",18,27,12,20,18,27,12,18,18,27,12,17,18,27,12,15,18,27,12,16
"469","LS-15538_S09_E1-50",21,28,20,-1,21,28,20,-1,21,28,20,-1,21,28,20,-1,21,18,20,15
"470","LS-15538_S10_E1-50",16,20,15,-1,16,20,15,-1,16,20,15,-1,16,20,9,-1,16,20,9,6
"471","LS-15538_S11_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"472","LS-15538_S12_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"473","LS-15538_S13_E1-50",19,24,12,17,19,24,12,15,19,24,12,14,19,24,12,13,19,24,12,13
"474","LS-15538_S14_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"475","LS-15538_S15_E1-50",20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1,20,1,24,-1
"476","LS-15538_S16_E1-50",21,25,13,-1,21,25,13,-1,21,25,13,-1,21,25,13,-1,21,17,13,9
"477","LS-15538_S25_E1-50",15,17,13,16,15,17,13,14,15,17,13,13,15,17,13,12,15,17,13,9
"478","LS-15538_S26_E1-50",18,28,12,20,18,28,12,18,18,28,12,17,18,28,12,15,18,18,12,16
"479","LS-15538_S27_E1-50",16,20,15,-1,16,20,15,-1,16,20,15,-1,16,20,9,-1,16,20,9,6
