cells,sc3-Initial,Monocle-Initial,Seurat-Initial,Consensus-Initial,sc3-33,Monocle-33,Seurat-33,Consensus-33,sc3-66,Monocle-66,Seurat-66,Consensus-66,sc3-90,Monocle-90,Seurat-90,Consensus-90,sc3-Final,Monocle-Final,Seurat-Final,Consensus-Final
Evan_MC_A1_cell48296,19,28,4,108,6,14,1,73,5,14,1,3,4,14,1,5,17,4,4,53
Evan_MC_A1_cell48310,20,1,5,13,49,13,21,-1,49,13,21,-1,49,13,21,-1,20,1,5,20
Evan_MC_A1_cell48401,49,26,3,-1,79,9,23,34,79,9,23,33,79,9,2,38,16,15,3,50
Evan_MC_A1_cell48764,12,26,3,142,31,12,20,-1,31,12,20,-1,31,12,20,-1,1,15,3,50
Evan_MC_A1_cell49112,5,20,1,16,24,4,4,72,24,4,4,-1,24,4,4,-1,4,14,1,4
Evan_MC_A1_cell49440,4,14,1,24,69,32,19,-1,69,32,19,-1,69,32,19,-1,4,14,1,4
Evan_MC_A1_cell49478,79,34,2,60,73,13,8,64,73,13,8,63,73,13,8,53,51,9,2,46
Evan_MC_A1_cell49481,69,32,19,-1,57,5,31,-1,57,5,31,-1,57,5,31,-1,50,32,19,-1
Evan_MC_A1_cell49692,5,35,1,10,25,17,5,9,25,17,5,9,25,17,5,10,4,14,1,4
Evan_MC_A1_cell49802,79,9,2,60,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_A1_cell49913,12,26,3,142,12,15,3,36,1,15,3,52,1,15,3,55,1,15,3,50
Evan_MC_A1_cell49924,49,26,3,-1,5,20,1,57,5,14,1,3,4,14,1,5,16,15,3,50
Evan_MC_A1_cell50093,72,13,21,-1,63,22,12,17,63,22,12,18,63,22,12,19,72,13,21,-1
Evan_MC_A1_cell50740,49,3,6,14,49,3,6,2,49,3,6,2,49,3,6,1,16,3,6,19
Evan_MC_A1_cell50778,8,27,1,-1,54,18,11,-1,54,18,11,-1,54,18,11,-1,4,14,1,4
Evan_MC_A1_cell51006,17,4,4,56,79,9,2,34,79,9,2,33,79,9,2,38,17,4,4,53
Evan_MC_A1_cell51008,49,23,6,2,68,31,13,15,68,31,13,11,68,31,13,12,16,23,6,-1
Evan_MC_A1_cell51022,24,17,5,85,79,9,2,34,79,9,2,33,79,9,2,38,20,1,5,20
Evan_MC_A1_cell51201,53,30,9,9,19,22,13,-1,17,22,13,-1,17,22,13,-1,53,21,9,6
Evan_MC_A1_cell51471,79,9,2,60,49,6,6,2,49,6,6,2,49,6,6,1,51,9,2,46
Evan_MC_A1_cell51621,19,28,4,108,79,9,2,34,79,9,2,33,79,9,2,38,17,4,4,53
Evan_MC_A1_cell51791,25,17,5,-1,20,1,5,105,20,1,5,98,20,1,5,87,20,1,5,20
Evan_MC_A1_cell51872,49,19,6,2,78,27,1,4,78,14,1,3,4,14,1,5,16,6,6,45
Evan_MC_A1_cell52003,79,9,2,60,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_A1_cell52129,75,25,16,-1,49,19,6,2,49,19,6,2,49,6,6,1,75,25,16,-1
Evan_MC_A1_cell52310,49,10,21,-1,79,9,23,34,79,9,23,33,79,9,2,38,16,6,21,-1
Evan_MC_A1_cell52316,17,4,4,56,49,19,25,-1,49,19,25,-1,49,6,6,1,17,4,4,53
Evan_MC_A1_cell52504,49,6,6,-1,24,17,5,9,24,17,5,9,24,17,5,10,16,6,6,45
Evan_MC_A1_cell52617,12,15,3,142,49,10,6,2,49,10,6,2,49,6,6,1,1,15,3,50
Evan_MC_A1_cell52632,79,9,2,60,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_A1_cell53077,8,27,1,-1,79,9,2,34,79,9,2,33,79,9,2,38,4,14,1,4
Evan_MC_A1_cell53148,31,24,4,67,19,28,4,107,17,4,4,81,17,4,4,67,10,4,4,53
Evan_MC_A1_cell53217,18,24,4,67,54,30,9,32,54,30,9,31,54,30,9,28,17,4,4,53
Evan_MC_A1_cell53394,19,24,4,108,24,17,5,9,24,17,5,9,24,17,5,10,17,4,4,53
Evan_MC_A1_cell53518,18,24,4,67,2,15,3,36,1,15,3,52,1,15,3,55,17,4,4,53
Evan_MC_A1_cell53664,20,1,5,13,53,30,9,11,53,30,9,17,53,30,9,18,20,1,5,20
Evan_MC_A1_cell53813,66,22,12,20,4,35,1,-1,4,14,1,3,4,14,1,5,63,22,12,17
Evan_MC_A1_cell54168,53,19,6,-1,78,9,2,-1,78,9,2,-1,4,9,2,-1,53,6,6,45
Evan_MC_A1_cell54230,79,9,2,60,63,22,12,17,63,22,12,18,63,22,12,19,51,9,2,46
Evan_MC_A1_cell55013,73,13,8,54,79,9,2,34,79,9,2,33,79,9,2,38,73,13,8,30
Evan_MC_A1_cell55060,17,4,4,56,12,15,3,36,1,15,3,52,1,15,3,55,17,4,4,53
Evan_MC_A1_cell55107,62,8,10,15,49,10,33,-1,49,10,33,-1,49,6,33,-1,39,8,10,52
Evan_MC_A1_cell55316,18,24,4,67,75,25,16,-1,75,25,16,-1,75,25,16,-1,17,4,4,53
Evan_MC_A1_cell55320,73,13,8,54,12,15,3,36,1,15,3,52,1,15,3,55,73,13,8,30
Evan_MC_A1_cell55389,12,15,3,142,52,7,14,52,52,7,14,51,52,7,14,47,1,15,3,50
Evan_MC_A1_cell55404,5,14,1,24,49,3,7,-1,49,3,7,-1,49,3,7,-1,4,14,1,4
Evan_MC_A1_cell55444,57,33,15,18,31,3,25,-1,31,3,25,-1,31,3,6,-1,57,33,15,13
Evan_MC_A1_cell55462,25,24,4,67,24,17,5,9,24,17,5,9,24,17,5,10,20,4,4,53
Evan_MC_A1_cell55758,75,13,8,-1,14,35,1,-1,14,14,1,3,4,14,1,5,75,13,8,-1
Evan_MC_A1_cell55779,75,25,16,-1,79,9,2,34,79,9,2,33,79,9,2,38,75,25,16,-1
Evan_MC_A1_cell55862,80,27,1,-1,58,16,18,-1,58,16,18,-1,58,16,18,-1,51,14,1,-1
Evan_MC_A1_cell55944,19,28,4,108,63,22,12,17,63,22,12,18,63,22,12,19,17,4,4,53
Evan_MC_A1_cell55996,18,24,4,67,6,20,1,73,5,14,1,3,4,14,1,5,17,4,4,53
Evan_MC_A1_cell56046,52,7,23,-1,24,17,5,9,24,17,5,9,24,17,5,10,52,7,2,40
Evan_MC_A1_cell56457,49,11,6,2,65,12,20,-1,65,12,20,-1,65,12,20,-1,16,9,6,-1
Evan_MC_A1_cell56633,7,14,18,-1,49,6,6,2,49,6,6,2,49,6,6,1,7,14,18,-1
Evan_MC_A1_cell57059,73,13,8,54,12,15,3,36,1,15,3,52,1,15,3,55,73,13,8,30
Evan_MC_A1_cell57075,52,7,14,52,19,4,4,107,17,4,4,81,17,4,4,67,52,7,14,40
Evan_MC_A1_cell57152,49,10,6,2,49,10,7,-1,49,10,7,-1,49,6,7,-1,16,6,6,45
Evan_MC_A1_cell57293,1,26,21,-1,49,3,22,-1,49,3,22,-1,49,3,22,-1,1,15,21,-1
Evan_MC_A1_cell57333,14,20,1,16,17,24,4,-1,17,4,4,81,17,4,4,67,4,14,1,4
Evan_MC_A1_cell57598,53,30,9,9,24,17,5,9,24,17,5,9,24,17,5,10,53,21,9,6
Evan_MC_A1_cell57678,72,32,21,-1,49,19,6,2,49,19,6,2,49,6,6,1,72,32,21,-1
Evan_MC_A1_cell57808,57,30,9,9,62,8,10,12,62,8,10,7,39,8,10,13,57,21,9,6
Evan_MC_A1_cell58050,79,34,2,60,54,30,9,32,54,30,9,31,54,30,9,28,51,9,2,46
Evan_MC_A1_cell58443,12,15,3,142,24,17,5,9,24,17,5,9,24,17,5,10,1,15,3,50
Evan_MC_A1_cell58612,54,30,9,9,53,3,6,-1,53,3,6,-1,53,3,6,-1,53,21,9,6
Evan_MC_A1_cell58827,66,12,17,-1,73,13,8,64,73,13,8,63,73,13,8,53,63,12,17,-1
Evan_MC_A1_cell58933,75,25,16,-1,31,3,7,1,31,3,7,1,31,3,7,2,75,25,16,-1
Evan_MC_A1_cell59025,52,7,14,52,78,27,1,4,78,14,1,3,4,14,1,5,52,7,14,40
Evan_MC_A1_cell59185,5,35,1,10,65,12,20,-1,65,12,20,-1,65,12,20,-1,4,14,1,4
Evan_MC_A1_cell59546,75,25,16,-1,57,33,15,16,57,33,15,20,57,33,15,23,75,25,16,-1
Evan_MC_A1_cell59989,41,12,20,-1,18,24,4,90,17,4,4,81,17,4,4,67,41,12,20,-1
Evan_MC_A1_cell60116,19,28,4,108,19,24,4,107,17,4,4,81,17,4,4,67,17,4,4,53
Evan_MC_A1_cell60124,54,30,4,-1,70,32,22,-1,70,32,22,-1,70,32,22,-1,53,21,4,-1
Evan_MC_A1_cell60226,24,27,1,-1,19,28,4,107,17,4,4,81,17,4,4,67,20,14,1,-1
Evan_MC_A1_cell60231,12,26,3,142,24,17,5,9,24,17,5,9,24,17,5,10,1,15,3,50
Evan_MC_A1_cell60350,6,14,1,24,6,35,1,73,5,14,1,3,4,14,1,5,4,14,1,4
Evan_MC_A1_cell60545,53,3,32,-1,69,32,19,-1,69,32,19,-1,69,32,19,-1,53,3,6,-1
Evan_MC_A1_cell60728,20,18,11,-1,63,22,12,17,63,22,12,18,63,22,12,19,20,16,11,14
Evan_MC_A1_cell60912,4,35,1,10,78,20,1,-1,78,14,1,3,4,14,1,5,4,14,1,4
Evan_MC_A1_cell60951,79,9,2,60,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_A1_cell61475,12,35,1,10,79,9,2,34,79,9,2,33,79,9,2,38,1,14,1,-1
Evan_MC_A1_cell61602,79,34,2,60,49,19,32,-1,49,19,32,-1,49,6,32,-1,51,9,2,46
Evan_MC_A1_cell61831,61,18,11,-1,24,17,5,9,24,17,5,9,24,17,5,10,21,16,11,14
Evan_MC_A1_cell62117,69,32,19,-1,79,9,2,34,79,9,2,33,79,9,2,38,50,32,19,-1
Evan_MC_A1_cell62160,68,31,13,19,49,32,22,-1,49,32,22,-1,49,32,22,-1,68,31,13,11
Evan_MC_A1_cell62277,68,31,13,19,12,15,3,36,1,15,3,52,1,15,3,55,68,31,13,11
Evan_MC_A1_cell62617,52,7,14,52,4,35,1,-1,4,14,1,3,4,14,1,5,52,7,14,40
Evan_MC_A1_cell62653,57,33,15,18,79,9,2,34,79,9,2,33,79,9,2,38,57,33,15,13
Evan_MC_A1_cell62743,12,15,3,142,53,3,6,-1,53,3,6,-1,53,3,6,-1,1,15,3,50
Evan_MC_A1_cell63753,31,20,11,-1,63,22,12,17,63,22,12,18,63,22,12,19,10,14,11,-1
Evan_MC_A1_cell63835,73,13,8,54,12,15,3,36,1,15,3,52,1,15,3,55,73,13,8,30
Evan_MC_A1_cell63933,24,16,11,4,49,32,22,-1,49,32,22,-1,49,32,22,-1,20,16,11,14
Evan_MC_A1_cell64120,79,34,2,60,25,17,5,9,25,17,5,9,25,17,5,10,51,9,2,46
Evan_MC_A1_cell64227,79,9,2,60,24,17,5,9,24,17,5,9,24,17,5,10,51,9,2,46
Evan_MC_A1_cell64263,1,15,3,-1,49,19,32,-1,49,19,32,-1,49,6,32,-1,1,15,3,50
Evan_MC_A1_cell65135,3,26,3,-1,12,15,3,36,1,15,3,52,1,15,3,55,1,15,3,50
Evan_MC_A1_cell65289,6,14,1,24,20,1,5,105,20,1,5,98,20,1,5,87,4,14,1,4
Evan_MC_A1_cell65700,17,28,4,-1,28,18,11,-1,28,18,11,-1,28,18,11,-1,17,4,4,53
Evan_MC_A1_cell66375,14,20,1,16,53,6,32,-1,53,6,32,-1,53,6,32,-1,4,14,1,4
Evan_MC_A1_cell66431,73,13,8,54,53,30,9,11,53,30,9,17,53,30,9,18,73,13,8,30
Evan_MC_A1_cell66459,6,20,1,16,49,3,29,-1,49,3,29,-1,49,3,29,-1,4,14,1,4
Evan_MC_A1_cell66565,57,33,15,18,6,14,1,73,5,14,1,3,4,14,1,5,57,33,15,13
Evan_MC_A1_cell66658,18,24,4,67,58,16,11,5,58,16,11,6,58,16,11,4,17,4,4,53
Evan_MC_A1_cell66933,7,31,18,-1,49,19,6,2,49,19,6,2,49,6,6,1,7,31,18,-1
Evan_MC_A1_cell66955,20,1,5,13,32,1,11,-1,32,1,11,-1,32,1,11,-1,20,1,5,20
Evan_MC_A1_cell67056,72,32,22,-1,53,30,9,11,53,30,9,17,53,30,9,18,72,32,22,-1
Evan_MC_A1_cell67315,49,19,32,-1,25,17,5,9,25,17,5,9,25,17,5,10,16,6,6,45
Evan_MC_A1_cell67462,62,8,10,15,26,4,4,72,17,4,4,81,17,4,4,67,39,8,10,52
Evan_MC_A1_cell68071,25,24,4,67,31,3,7,1,31,3,7,1,31,3,7,2,20,4,4,53
Evan_MC_A1_cell68141,63,22,12,20,78,27,1,4,78,14,1,3,4,14,1,5,63,22,12,17
Evan_MC_A1_cell68178,12,26,3,142,49,6,33,-1,49,6,33,-1,49,6,33,-1,1,15,3,50
Evan_MC_A1_cell68982,75,25,16,-1,24,17,5,9,24,17,5,9,24,17,5,10,75,25,16,-1
Evan_MC_A1_cell69157,19,24,4,108,63,22,12,17,63,22,12,18,63,22,12,19,17,4,4,53
Evan_MC_A1_cell69317,24,17,5,85,12,15,3,36,1,15,3,52,1,15,3,55,20,1,5,20
Evan_MC_A1_cell69499,19,28,4,108,73,13,8,64,73,13,8,63,73,13,8,53,17,4,4,53
Evan_MC_A1_cell69897,73,13,8,54,49,19,7,-1,49,19,7,-1,49,6,7,-1,73,13,8,30
Evan_MC_A1_cell70066,24,17,5,85,49,32,22,-1,49,32,22,-1,49,32,22,-1,20,1,5,20
Evan_MC_A1_cell70189,72,36,28,-1,75,13,8,64,75,13,8,63,75,13,8,53,72,36,21,-1
Evan_MC_A1_cell70252,20,1,5,13,12,15,3,36,1,15,3,52,1,15,3,55,20,1,5,20
Evan_MC_A1_cell70696,49,19,6,2,79,9,2,34,79,9,2,33,79,9,2,38,16,6,6,45
Evan_MC_A1_cell70698,49,19,25,-1,49,19,26,-1,49,19,26,-1,49,6,6,1,16,6,6,45
Evan_MC_A1_cell70859,24,17,5,85,75,25,16,-1,75,25,16,-1,75,25,16,-1,20,1,5,20
Evan_MC_A1_cell70919,12,15,3,142,20,1,5,105,20,1,5,98,20,1,5,87,1,15,3,50
Evan_MC_A1_cell70955,13,14,1,24,49,6,6,2,49,6,6,2,49,6,6,1,4,14,1,4
Evan_MC_A1_cell71104,79,34,2,60,73,13,8,64,73,13,8,63,73,13,8,53,51,9,2,46
Evan_MC_A1_cell71276,15,2,27,-1,24,17,5,9,24,17,5,9,24,17,5,10,15,2,27,-1
Evan_MC_A1_cell71279,12,26,3,142,12,15,3,36,1,15,3,52,1,15,3,55,1,15,3,50
Evan_MC_A1_cell71386,69,32,19,-1,53,30,9,11,53,30,9,17,53,30,9,18,50,32,19,-1
Evan_MC_A1_cell71549,72,36,28,-1,49,3,6,2,49,3,6,2,49,3,6,1,72,36,21,-1
Evan_MC_A1_cell71662,68,31,13,19,31,6,7,1,31,6,7,1,31,6,7,2,68,31,13,11
Evan_MC_A1_cell72027,63,22,12,20,49,10,6,2,49,10,6,2,49,6,6,1,63,22,12,17
Evan_MC_A1_cell72364,49,3,6,14,63,22,12,17,63,22,12,18,63,22,12,19,16,3,6,19
Evan_MC_A1_cell72506,79,9,2,60,73,13,8,64,73,13,8,63,73,13,8,53,51,9,2,46
Evan_MC_A1_cell72574,24,21,9,-1,73,13,8,64,73,13,8,63,73,13,8,53,20,21,9,6
Evan_MC_A1_cell72722,73,13,8,54,2,15,3,36,1,15,3,52,1,15,3,55,73,13,8,30
Evan_MC_A1_cell72927,49,6,6,-1,58,18,11,-1,58,18,11,-1,58,18,11,-1,16,6,6,45
Evan_MC_A1_cell72980,12,26,3,142,12,15,3,36,1,15,3,52,1,15,3,55,1,15,3,50
Evan_MC_A1_cell73133,72,36,21,-1,19,24,4,107,17,4,4,81,17,4,4,67,72,36,21,-1
Evan_MC_A1_cell73245,24,17,5,85,31,3,7,1,31,3,7,1,31,3,7,2,20,1,5,20
Evan_MC_A1_cell73465,31,28,7,1,79,9,2,34,79,9,2,33,79,9,2,38,10,4,7,1
Evan_MC_A1_cell73645,68,31,13,19,54,30,9,32,54,30,9,31,54,30,9,28,68,31,13,11
Evan_MC_A1_cell73733,62,8,10,15,54,30,9,32,54,30,9,31,54,30,9,28,39,8,10,52
Evan_MC_A1_cell74071,65,12,20,-1,79,9,2,34,79,9,2,33,79,9,2,38,65,12,20,-1
Evan_MC_A1_cell74453,79,9,2,60,12,15,3,36,1,15,3,52,1,15,3,55,51,9,2,46
Evan_MC_A1_cell74829,12,15,3,142,20,28,5,105,20,4,5,98,20,4,5,87,1,15,3,50
Evan_MC_A1_cell74833,79,34,2,60,69,32,19,-1,69,32,19,-1,69,32,19,-1,51,9,2,46
Evan_MC_A1_cell75510,63,22,12,20,4,30,9,11,4,30,9,17,4,30,9,18,63,22,12,17
Evan_MC_A1_cell75644,79,9,2,60,54,30,9,32,54,30,9,31,54,30,9,28,51,9,2,46
Evan_MC_A1_cell75768,49,19,6,2,58,16,11,5,58,16,11,6,58,16,11,4,16,6,6,45
Evan_MC_A1_cell76131,49,10,6,2,49,19,26,-1,49,19,26,-1,49,6,6,1,16,6,6,45
Evan_MC_A1_cell76245,5,35,1,10,75,25,16,-1,75,25,16,-1,75,25,16,-1,4,14,1,4
Evan_MC_A1_cell76619,79,9,2,60,73,13,8,64,73,13,8,63,73,13,8,53,51,9,2,46
Evan_MC_A1_cell76833,19,4,4,108,12,15,3,36,1,15,3,52,1,15,3,55,17,4,4,53
Evan_MC_A1_cell76967,24,17,5,85,24,17,5,9,24,17,5,9,24,17,5,10,20,1,5,20
Evan_MC_A1_cell77020,26,17,5,-1,31,23,7,1,31,23,7,1,31,23,7,2,17,1,5,20
Evan_MC_A1_cell77079,78,27,3,27,79,9,2,34,79,9,2,33,79,9,2,38,4,14,3,4
Evan_MC_A1_cell77182,31,24,4,67,79,9,23,34,79,9,23,33,79,9,2,38,10,4,4,53
Evan_MC_A1_cell77744,5,35,1,10,57,33,15,16,57,33,15,20,57,33,15,23,4,14,1,4
Evan_MC_A1_cell77759,12,15,3,142,49,10,6,2,49,10,6,2,49,6,6,1,1,15,3,50
Evan_MC_A1_cell78245,18,24,4,67,79,9,2,34,79,9,2,33,79,9,2,38,17,4,4,53
Evan_MC_A1_cell78387,12,15,3,142,63,22,12,17,63,22,12,18,63,22,12,19,1,15,3,50
Evan_MC_A1_cell78412,72,36,28,-1,58,18,11,-1,58,18,11,-1,58,18,11,-1,72,36,21,-1
Evan_MC_A1_cell78520,70,31,13,19,49,9,26,-1,49,9,26,-1,49,9,6,1,68,31,13,11
Evan_MC_A1_cell78564,12,26,3,142,78,9,2,-1,78,9,2,-1,4,9,2,-1,1,15,3,50
Evan_MC_A1_cell78623,66,29,17,-1,54,30,9,32,54,30,9,31,54,30,9,28,63,29,17,-1
Evan_MC_A1_cell78775,73,13,8,54,49,10,7,-1,49,10,7,-1,49,6,7,-1,73,13,8,30
Evan_MC_A1_cell78796,24,17,5,85,49,10,6,2,49,10,6,2,49,6,6,1,20,1,5,20
Evan_MC_A1_cell78806,53,5,31,-1,68,31,13,15,68,31,13,11,68,31,13,12,53,5,31,-1
Evan_MC_A1_cell78944,58,18,11,-1,78,27,1,4,78,14,1,3,4,14,1,5,21,16,11,14
Evan_MC_A1_cell79101,63,22,12,20,53,30,9,11,53,30,9,17,53,30,9,18,63,22,12,17
Evan_MC_A1_cell79188,58,16,11,4,49,10,6,2,49,10,6,2,49,6,6,1,21,16,11,14
Evan_MC_A1_cell79412,20,1,5,13,79,9,2,34,79,9,2,33,79,9,2,38,20,1,5,20
Evan_MC_A1_cell79498,52,7,14,52,78,27,1,4,78,14,1,3,4,14,1,5,52,7,14,40
Evan_MC_A1_cell79765,57,33,15,18,73,13,8,64,73,13,8,63,73,13,8,53,57,33,15,13
Evan_MC_A1_cell79767,53,30,9,9,73,13,8,64,73,13,8,63,73,13,8,53,53,21,9,6
Evan_MC_A1_cell79790,71,13,24,-1,52,7,14,52,52,7,14,51,52,7,14,47,71,13,24,-1
Evan_MC_A1_cell79811,28,16,11,4,5,35,1,57,5,14,1,3,4,14,1,5,21,16,11,14
Evan_MC_A1_cell80169,19,28,4,108,52,7,14,52,52,7,14,51,52,7,14,47,17,4,4,53
Evan_MC_A1_cell80260,49,10,6,2,4,35,1,-1,4,14,1,3,4,14,1,5,16,6,6,45
Evan_MC_A1_cell80343,12,15,3,142,12,15,3,36,1,15,3,52,1,15,3,55,1,15,3,50
Evan_MC_A1_cell80566,73,13,8,54,78,30,18,-1,78,30,18,-1,4,30,18,-1,73,13,8,30
Evan_MC_A1_cell80835,15,2,27,-1,49,10,8,-1,49,10,8,-1,49,6,8,-1,15,2,27,-1
Evan_MC_A1_cell80900,20,1,5,13,12,15,3,36,1,15,3,52,1,15,3,55,20,1,5,20
Evan_MC_A1_cell81184,18,24,4,67,12,15,3,36,1,15,3,52,1,15,3,55,17,4,4,53
Evan_MC_A1_cell81290,6,14,1,24,62,8,10,12,62,8,10,7,39,8,10,13,4,14,1,4
Evan_MC_A1_cell81916,53,30,9,9,54,30,9,32,54,30,9,31,54,30,9,28,53,21,9,6
Evan_MC_A1_cell81944,15,2,27,-1,65,12,20,-1,65,12,20,-1,65,12,20,-1,15,2,27,-1
Evan_MC_A1_cell82150,49,3,7,14,12,15,3,36,1,15,3,52,1,15,3,55,16,3,7,19
Evan_MC_A1_cell82346,49,6,29,-1,30,17,5,9,30,17,5,9,30,17,5,10,16,6,6,45
Evan_MC_A1_cell82519,49,6,6,-1,31,3,7,1,31,3,7,1,31,3,7,2,16,6,6,45
Evan_MC_A1_cell82546,49,10,25,-1,24,17,5,9,24,17,5,9,24,17,5,10,16,6,6,45
Evan_MC_A1_cell82681,32,17,5,-1,13,20,1,-1,13,14,1,3,4,14,1,5,32,1,5,20
Evan_MC_A1_cell82757,49,3,6,14,53,30,9,11,53,30,9,17,53,30,9,18,16,3,6,19
Evan_MC_A1_cell82827,6,20,1,16,63,22,12,17,63,22,12,18,63,22,12,19,4,14,1,4
Evan_MC_A1_cell82866,73,13,8,54,12,15,3,36,1,15,3,52,1,15,3,55,73,13,8,30
Evan_MC_A1_cell82929,79,11,2,55,49,3,6,2,49,3,6,2,49,3,6,1,51,9,2,46
Evan_MC_A1_cell83115,1,15,3,-1,6,20,1,73,5,14,1,3,4,14,1,5,1,15,3,50
Evan_MC_A1_cell83195,5,35,1,10,79,9,2,34,79,9,2,33,79,9,2,38,4,14,1,4
Evan_MC_A1_cell83376,27,1,5,13,21,1,5,-1,21,1,5,-1,21,1,5,-1,20,1,5,20
Evan_MC_A1_cell83463,49,36,24,-1,69,32,19,-1,69,32,19,-1,69,32,19,-1,16,36,24,-1
Evan_MC_A1_cell83520,79,34,2,60,12,15,3,36,1,15,3,52,1,15,3,55,51,9,2,46
Evan_MC_A1_cell83802,49,19,10,-1,71,36,24,-1,71,36,24,-1,71,36,24,-1,16,6,10,-1
Evan_MC_A1_cell83840,78,27,1,27,53,30,9,11,53,30,9,17,53,30,9,18,4,14,1,4
Evan_MC_A1_cell84042,7,35,18,-1,20,1,5,105,20,1,5,98,20,1,5,87,7,14,18,-1
Evan_MC_A1_cell84108,12,15,3,142,79,9,2,34,79,9,2,33,79,9,2,38,1,15,3,50
Evan_MC_A1_cell84145,49,6,6,-1,9,35,1,-1,9,14,1,3,4,14,1,5,16,6,6,45
Evan_MC_A1_cell84205,49,3,6,14,12,15,3,36,1,15,3,52,1,15,3,55,16,3,6,19
Evan_MC_A1_cell84347,20,1,5,13,53,21,9,-1,53,21,9,-1,53,21,9,-1,20,1,5,20
Evan_MC_A1_cell84616,79,11,2,55,18,24,4,90,17,4,4,81,17,4,4,67,51,9,2,46
Evan_MC_A1_cell84618,42,17,5,-1,63,22,12,17,63,22,12,18,63,22,12,19,10,1,5,20
Evan_MC_A1_cell84842,17,4,4,56,20,1,5,105,20,1,5,98,20,1,5,87,17,4,4,53
Evan_MC_A1_cell84926,54,30,9,9,49,19,6,2,49,19,6,2,49,6,6,1,53,21,9,6
Evan_MC_A1_cell84939,68,31,13,19,73,13,8,64,73,13,8,63,73,13,8,53,68,31,13,11
Evan_MC_A1_cell84978,19,24,4,108,71,36,24,-1,71,36,24,-1,71,36,24,-1,17,4,4,53
Evan_MC_A1_cell85281,20,1,5,13,79,9,2,34,79,9,2,33,79,9,2,38,20,1,5,20
Evan_MC_A1_cell85375,20,1,5,13,49,36,22,-1,49,36,22,-1,49,36,22,-1,20,1,5,20
Evan_MC_A1_cell85429,19,28,4,108,5,14,1,57,5,14,1,3,4,14,1,5,17,4,4,53
Evan_MC_A1_cell85613,12,15,3,142,5,14,1,57,5,14,1,3,4,14,1,5,1,15,3,50
Evan_MC_A1_cell85743,4,14,1,24,58,16,11,5,58,16,11,6,58,16,11,4,4,14,1,4
Evan_MC_A1_cell85813,8,27,1,-1,53,30,9,11,53,30,9,17,53,30,9,18,4,14,1,4
Evan_MC_A1_cell85908,65,12,20,-1,73,13,8,64,73,13,8,63,73,13,8,53,65,12,20,-1
Evan_MC_A1_cell85992,12,15,3,142,79,9,2,34,79,9,2,33,79,9,2,38,1,15,3,50
Evan_MC_A1_cell86535,19,4,4,108,63,22,12,17,63,22,12,18,63,22,12,19,17,4,4,53
Evan_MC_A1_cell86772,64,29,17,-1,44,8,10,12,44,8,10,7,44,8,10,13,64,29,17,-1
Evan_MC_A1_cell87420,12,7,3,142,2,15,3,36,1,15,3,52,1,15,3,55,1,7,3,-1
Evan_MC_A1_cell87787,6,20,1,16,24,17,5,9,24,17,5,9,24,17,5,10,4,14,1,4
Evan_MC_A1_cell88142,78,9,2,-1,78,17,7,-1,78,17,7,-1,4,17,7,-1,4,9,2,46
Evan_MC_A1_cell88166,60,33,15,18,69,36,19,-1,69,36,19,-1,69,36,19,-1,57,33,15,13
Evan_MC_A1_cell88531,68,31,13,19,24,17,5,9,24,17,5,9,24,17,5,10,68,31,13,11
Evan_MC_A1_cell88539,12,15,3,142,52,7,14,52,52,7,14,51,52,7,14,47,1,15,3,50
Evan_MC_A1_cell88693,17,4,4,56,5,35,1,57,5,14,1,3,4,14,1,5,17,4,4,53
Evan_MC_A1_cell88862,79,9,2,60,63,22,12,17,63,22,12,18,63,22,12,19,51,9,2,46
Evan_MC_A1_cell89208,79,11,2,55,49,10,6,2,49,10,6,2,49,6,6,1,51,9,2,46
Evan_MC_A1_cell89354,79,11,2,55,57,33,15,16,57,33,15,20,57,33,15,23,51,9,2,46
Evan_MC_A1_cell89383,63,22,12,20,79,9,2,34,79,9,2,33,79,9,2,38,63,22,12,17
Evan_MC_A1_cell89691,6,14,1,24,12,15,3,36,1,15,3,52,1,15,3,55,4,14,1,4
Evan_MC_A1_cell89939,63,22,12,20,20,21,9,-1,20,21,9,-1,20,21,9,-1,63,22,12,17
Evan_MC_A1_cell90376,70,31,13,19,6,20,1,73,5,14,1,3,4,14,1,5,68,31,13,11
Evan_MC_A1_cell90462,4,20,1,16,75,25,16,-1,75,25,16,-1,75,25,16,-1,4,14,1,4
Evan_MC_A1_cell90702,20,1,5,13,79,9,2,34,79,9,2,33,79,9,2,38,20,1,5,20
Evan_MC_A1_cell90715,52,7,14,52,54,30,9,32,54,30,9,31,54,30,9,28,52,7,14,40
Evan_MC_A1_cell90790,4,22,1,-1,49,6,6,2,49,6,6,2,49,6,6,1,4,22,1,-1
Evan_MC_A1_cell90975,68,12,14,-1,66,22,12,17,66,22,12,18,66,22,12,19,68,12,14,-1
Evan_MC_A1_cell90993,5,20,1,16,12,15,3,36,1,15,3,52,1,15,3,55,4,14,1,4
