"","cells","sc3.Initial","Monocle.Initial","Seurat.Initial","sc3.33","Monocle.33","Seurat.33","sc3.66","Monocle.66","Seurat.66","sc3.90","Monocle.90","Seurat.90","sc3.Final","Monocle.Final","Seurat.Final"
"285","SM-GE64S_S143_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"286","SM-GE64S_S144_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"287","SM-GE64S_S145_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"288","SM-GE64S_S146_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"289","SM-GE64S_S147_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"290","SM-GE64S_S148_E1-50",33,9,18,33,9,18,33,9,18,33,9,18,18,4,9
"291","SM-GE64S_S149_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"292","SM-GE64S_S150_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"293","SM-GE64S_S151_E1-50",33,23,16,33,23,16,33,23,16,33,4,9,18,4,9
"294","SM-GE64S_S152_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"295","SM-GE64S_S153_E1-50",40,11,6,40,11,6,40,11,6,38,11,6,38,11,6
"296","SM-GE64S_S154_E1-50",2,22,4,2,22,4,2,22,4,1,22,4,1,22,4
"297","SM-GE64S_S155_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"298","SM-GE64S_S156_E1-50",7,33,4,7,33,4,6,31,4,6,31,4,6,31,4
"299","SM-GE64S_S157_E1-50",2,22,2,2,22,2,2,22,2,1,22,2,1,22,2
"300","SM-GE64S_S158_E1-50",4,31,4,4,31,4,4,31,4,4,31,4,4,31,4
"301","SM-GE64S_S159_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"302","SM-GE64S_S161_E1-50",40,11,6,40,11,6,40,11,6,38,11,6,38,11,6
"303","SM-GE64S_S162_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"304","SM-GE64S_S163_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"305","SM-GE64S_S165_E1-50",1,31,4,1,31,4,1,31,4,1,31,4,1,31,4
"306","SM-GE64S_S166_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"307","SM-GE64S_S167_E1-50",33,9,18,33,9,18,33,9,18,33,9,18,18,4,9
"308","SM-GE64S_S168_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"309","SM-GE64S_S169_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"310","SM-GE64S_S170_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"311","SM-GE64S_S171_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"312","SM-GE64S_S173_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"313","SM-GE64S_S174_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"314","SM-GE64S_S175_E1-50",40,11,6,40,11,6,40,11,6,38,11,6,38,11,6
"315","SM-GE64S_S177_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"316","SM-GE64S_S178_E1-50",24,32,15,24,32,15,24,32,15,24,32,15,24,32,15
"317","SM-GE64S_S179_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"318","SM-GE64S_S180_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"319","SM-GE64S_S181_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"320","SM-GE64S_S182_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"321","SM-GE64S_S183_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"322","SM-GE64S_S184_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"323","SM-GE64S_S185_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"324","SM-GE64S_S186_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"325","SM-GE64S_S187_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"326","SM-GE64S_S188_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"327","SM-GE64S_S189_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"328","SM-GE64S_S190_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"329","SM-GE64S_S192_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"330","SM-GE64T_S001_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"331","SM-GE64T_S002_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"332","SM-GE64T_S003_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"333","SM-GE64T_S004_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"334","SM-GE64T_S005_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"335","SM-GE64T_S006_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"336","SM-GE64T_S007_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"337","SM-GE64T_S008_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"338","SM-GE64T_S009_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"339","SM-GE64T_S010_E1-50",33,23,16,33,23,16,33,23,16,33,4,9,18,4,9
"340","SM-GE64T_S011_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"341","SM-GE64T_S012_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"342","SM-GE64T_S013_E1-50",33,23,16,33,23,16,33,23,16,33,4,9,18,4,9
"343","SM-GE64T_S014_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"344","SM-GE64T_S015_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"345","SM-GE64T_S016_E1-50",33,9,18,33,9,18,33,9,18,33,9,18,18,4,9
"346","SM-GE64T_S017_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"347","SM-GE64T_S018_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"348","SM-GE64T_S019_E1-50",18,4,9,18,4,9,18,4,9,18,4,9,18,4,9
"349","SM-GE64T_S020_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"350","SM-GE64T_S021_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"351","SM-GE64T_S022_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"352","SM-GE64T_S023_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"353","SM-GE64T_S024_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"354","SM-GE64T_S025_E1-50",33,9,16,33,9,16,33,9,16,33,9,9,18,4,9
"355","SM-GE64T_S026_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"356","SM-GE64T_S027_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"357","SM-GE64T_S028_E1-50",33,23,16,33,23,16,33,23,16,33,4,9,18,4,9
"358","SM-GE64T_S029_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"359","SM-GE64T_S030_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"360","SM-GE64T_S031_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"361","SM-GE64T_S032_E1-50",23,9,10,23,9,10,23,9,10,23,9,10,23,4,10
"362","SM-GE64T_S033_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"363","SM-GE64T_S034_E1-50",18,4,9,18,4,9,18,4,9,18,4,9,18,4,9
"364","SM-GE64T_S035_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"365","SM-GE64T_S036_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"366","SM-GE64T_S037_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"367","SM-GE64T_S038_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"368","SM-GE64T_S039_E1-50",11,21,3,11,21,3,11,21,3,11,21,3,11,21,3
"369","SM-GE64T_S040_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"370","SM-GE64T_S049_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"371","SM-GE64T_S050_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"372","SM-GE64T_S051_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"373","SM-GE64T_S052_E1-50",23,9,10,23,9,10,23,9,10,23,9,10,23,4,10
"374","SM-GE64T_S053_E1-50",23,9,10,23,9,10,23,9,10,23,9,10,23,4,10
"375","SM-GE64T_S054_E1-50",23,9,10,23,9,10,23,9,10,23,9,10,23,4,10
"376","SM-GE64T_S055_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"377","SM-GE64T_S056_E1-50",13,24,3,13,24,3,13,7,3,13,7,3,11,7,3
"378","SM-GE64T_S057_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"379","SM-GE64T_S058_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"380","SM-GE64T_S059_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"381","SM-GE64T_S060_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"382","SM-GE64T_S062_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"383","SM-GE64T_S063_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"384","SM-GE64T_S065_E1-50",7,31,2,7,31,2,6,31,2,6,31,2,6,31,2
"385","SM-GE64T_S067_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"386","SM-GE64T_S068_E1-50",38,16,6,38,8,6,38,8,6,38,8,6,38,8,6
"387","SM-GE64T_S069_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"388","SM-GE64T_S071_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"389","SM-GE64T_S072_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"390","SM-GE64T_S073_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"391","SM-GE64T_S074_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"392","SM-GE64T_S075_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"393","SM-GE64T_S076_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"394","SM-GE64T_S077_E1-50",40,11,6,40,11,6,40,11,6,38,11,6,38,11,6
"395","SM-GE64T_S078_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"396","SM-GE64T_S079_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"397","SM-GE64T_S080_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"398","SM-GE64T_S081_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"399","SM-GE64T_S082_E1-50",17,15,5,17,15,5,17,15,5,16,15,5,16,3,5
"400","SM-GE64T_S083_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"401","SM-GE64T_S084_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"402","SM-GE64T_S085_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"403","SM-GE64T_S086_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"404","SM-GE64T_S087_E1-50",28,9,8,28,9,8,28,9,8,28,9,8,28,4,8
"405","SM-GE64T_S088_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"406","SM-GE64T_S089_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"407","SM-GE64T_S090_E1-50",4,31,2,4,31,2,4,31,2,4,31,2,4,31,2
"408","SM-GE64T_S091_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"409","SM-GE64T_S092_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"410","SM-GE64T_S093_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"411","SM-GE64T_S094_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"412","SM-GE64T_S095_E1-50",21,1,5,21,1,5,21,1,5,20,1,5,20,1,5
"413","SM-GE64T_S096_E1-50",17,15,5,17,15,5,17,15,5,16,15,5,16,3,5
"414","SM-GE64T_S153_E1-50",6,22,2,6,22,2,6,22,2,6,22,2,6,22,2
"415","SM-GE64T_S154_E1-50",6,31,4,6,31,4,6,31,4,6,31,4,6,31,4
"416","SM-GE64T_S155_E1-50",6,25,2,6,25,2,6,22,2,6,22,2,6,22,2
"417","SM-GE64T_S156_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"418","SM-GE64T_S157_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"419","SM-GE64T_S158_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"420","SM-GE64T_S159_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"421","SM-GE64T_S160_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"422","SM-GE64T_S162_E1-50",6,27,2,6,27,2,6,27,2,6,27,2,6,13,2
"423","SM-GE64T_S163_E1-50",7,25,4,7,25,4,6,22,4,6,22,4,6,22,4
"424","SM-GE64T_S164_E1-50",1,27,8,1,27,8,1,27,8,1,27,8,1,13,8
"425","SM-GE64T_S165_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"426","SM-GE64T_S166_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"427","SM-GE64T_S167_E1-50",1,25,4,1,25,4,1,22,4,1,22,4,1,22,4
"428","SM-GE64T_S168_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"429","SM-GE64T_S170_E1-50",17,3,5,17,3,5,17,3,5,16,3,5,16,3,5
"430","SM-GE64T_S171_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"431","SM-GE64T_S172_E1-50",33,26,8,33,26,8,33,26,8,33,26,8,18,13,8
"432","SM-GE64T_S174_E1-50",33,9,18,33,9,18,33,9,18,33,9,18,18,4,9
"433","SM-GE64T_S175_E1-50",17,28,5,17,28,5,17,15,5,16,15,5,16,3,5
"434","SM-GE64T_S176_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"435","SM-GE64T_S177_E1-50",2,33,2,2,33,2,2,31,2,1,31,2,1,31,2
"436","SM-GE64T_S178_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"437","SM-GE64T_S179_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"438","SM-GE64T_S180_E1-50",33,1,18,33,1,18,33,1,18,33,1,18,18,1,9
"439","SM-GE64T_S181_E1-50",38,12,8,38,12,8,38,12,8,38,12,8,38,12,8
"440","SM-GE64T_S183_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"441","SM-GE64T_S184_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"442","SM-GE64T_S185_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"443","SM-GE64T_S186_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"444","SM-GE64T_S187_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"445","SM-GE64T_S188_E1-50",1,27,8,1,27,8,1,27,8,1,27,8,1,13,8
"446","SM-GE64T_S189_E1-50",17,1,5,17,1,5,17,1,5,16,1,5,16,1,5
"447","SM-GE64T_S191_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"448","SM-GE64T_S192_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"449","SM-GE64U_S097_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"450","SM-GE64U_S099_E1-50",1,31,4,1,31,4,1,31,4,1,31,4,1,31,4
"451","SM-GE64U_S100_E1-50",2,27,4,2,27,4,2,27,4,1,27,4,1,13,4
"452","SM-GE64U_S101_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"453","SM-GE64U_S102_E1-50",2,31,4,2,31,4,2,31,4,1,31,4,1,31,4
"454","SM-GE64U_S103_E1-50",4,27,4,4,27,4,4,27,4,4,27,4,4,13,4
"455","SM-GE64U_S104_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"456","SM-GE64U_S105_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"457","SM-GE64U_S106_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"458","SM-GE64U_S107_E1-50",17,15,5,17,15,5,17,15,5,16,15,5,16,3,5
"459","SM-GE64U_S108_E1-50",4,27,2,4,27,2,4,27,2,4,27,2,4,13,2
"460","SM-GE64U_S110_E1-50",1,27,4,1,27,4,1,27,4,1,27,4,1,13,4
"461","SM-GE64U_S111_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"462","SM-GE64U_S112_E1-50",6,33,4,6,33,4,6,31,4,6,31,4,6,31,4
"463","SM-GE64U_S113_E1-50",1,22,4,1,22,4,1,22,4,1,22,4,1,22,4
"464","SM-GE64U_S114_E1-50",1,33,4,1,33,4,1,31,4,1,31,4,1,31,4
"465","SM-GE64U_S115_E1-50",6,27,2,6,27,2,6,27,2,6,27,2,6,13,2
"466","SM-GE64U_S116_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"467","SM-GE64U_S117_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"468","SM-GE64U_S118_E1-50",33,9,18,33,9,18,33,9,18,33,9,18,18,4,9
"469","SM-GE64U_S119_E1-50",35,6,19,35,6,19,35,6,19,35,6,19,35,6,19
"470","SM-GE64U_S120_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"471","SM-GE64U_S122_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"472","SM-GE64U_S124_E1-50",40,17,6,40,17,6,40,17,6,38,17,6,38,17,6
"473","SM-GE64U_S125_E1-50",30,21,17,30,21,17,30,21,17,30,21,17,30,21,17
"474","SM-GE64U_S126_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"475","SM-GE64U_S127_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"476","SM-GE64U_S128_E1-50",14,21,17,14,21,17,14,21,17,14,21,17,14,21,17
"477","SM-GE64U_S129_E1-50",10,29,1,8,8,1,8,8,1,8,8,1,8,8,1
"478","SM-GE64U_S130_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"479","SM-GE64U_S131_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"480","SM-GE64U_S132_E1-50",11,7,3,11,7,3,11,7,3,11,7,3,11,7,3
"481","SM-GE64U_S133_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"482","SM-GE64U_S135_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"483","SM-GE64U_S136_E1-50",36,17,7,36,17,7,36,17,7,36,17,7,36,17,7
"484","SM-GE64U_S137_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"485","SM-GE64U_S138_E1-50",11,7,3,11,7,3,11,7,3,11,7,3,11,7,3
"486","SM-GE64U_S139_E1-50",14,21,7,14,21,7,14,21,7,14,21,7,14,21,7
"487","SM-GE64U_S140_E1-50",11,17,7,11,17,7,11,17,7,11,17,7,11,17,7
"488","SM-GE64U_S141_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"489","SM-GE64U_S142_E1-50",36,17,7,36,17,7,36,17,7,36,17,7,36,17,7
"490","SM-GE64U_S143_E1-50",37,7,7,37,7,7,37,7,7,36,7,7,36,7,7
"491","SM-GE64U_S144_E1-50",11,7,3,11,7,3,11,7,3,11,7,3,11,7,3
"492","SM-GE64U_S145_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"493","SM-GE64U_S146_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"494","SM-GE64U_S148_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"495","SM-GE64U_S149_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"496","SM-GE64U_S150_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"497","SM-GE64U_S151_E1-50",20,1,11,20,1,11,20,1,11,20,1,11,20,1,11
"498","SM-GE64U_S152_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"499","SM-GE64U_S154_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"500","SM-GE64U_S155_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"501","SM-GE64U_S156_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"502","SM-GE64U_S157_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"503","SM-GE64U_S158_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"504","SM-GE64U_S159_E1-50",16,28,5,16,28,5,16,15,5,16,15,5,16,3,5
"505","SM-GE64U_S160_E1-50",18,4,9,18,4,9,18,4,9,18,4,9,18,4,9
"506","SM-GE64U_S169_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"507","SM-GE64U_S170_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"508","SM-GE64U_S171_E1-50",16,15,5,16,15,5,16,15,5,16,15,5,16,3,5
"509","SM-GE64U_S172_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
"510","SM-GE64U_S173_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"511","SM-GE64U_S174_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"512","SM-GE64U_S175_E1-50",11,7,17,11,7,17,11,7,17,11,7,17,11,7,17
"513","SM-GE64U_S176_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"514","SM-GE64U_S177_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"515","SM-GE64U_S178_E1-50",8,16,1,8,8,1,8,8,1,8,8,1,8,8,1
"516","SM-GE64U_S179_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"517","SM-GE64U_S180_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"518","SM-GE64U_S181_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"519","SM-GE64U_S182_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"520","SM-GE64U_S183_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"521","SM-GE64U_S184_E1-50",6,31,2,6,31,2,6,31,2,6,31,2,6,31,2
"522","SM-GE64U_S185_E1-50",8,29,1,8,8,1,8,8,1,8,8,1,8,8,1
"523","SM-GE64U_S187_E1-50",35,20,19,35,20,19,35,20,19,35,20,19,35,6,19
"524","SM-GE64U_S188_E1-50",6,33,2,6,33,2,6,31,2,6,31,2,6,31,2
"525","SM-GE64U_S189_E1-50",33,9,18,33,9,18,33,9,18,33,9,18,18,4,9
"526","SM-GE64U_S190_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"527","SM-GE64U_S191_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"528","SM-GE64U_S192_E1-50",6,22,4,6,22,4,6,22,4,6,22,4,6,22,4
"529","SM-GE64V_S001_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"530","SM-GE64V_S002_E1-50",1,33,2,1,33,2,1,31,2,1,31,2,1,31,2
"531","SM-GE64V_S003_E1-50",24,27,15,24,27,15,24,27,15,24,27,15,24,13,15
"532","SM-GE64V_S004_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"533","SM-GE64V_S005_E1-50",6,33,15,6,33,15,6,31,15,6,31,15,6,31,15
"534","SM-GE64V_S007_E1-50",24,27,15,24,27,15,24,27,15,24,27,15,24,13,15
"535","SM-GE64V_S008_E1-50",18,23,9,18,23,9,18,23,9,18,4,9,18,4,9
"536","SM-GE64V_S009_E1-50",19,23,9,19,23,9,18,23,9,18,4,9,18,4,9
"537","SM-GE64V_S010_E1-50",6,22,2,6,22,2,6,22,2,6,22,2,6,22,2
"538","SM-GE64V_S011_E1-50",24,19,15,24,19,15,24,19,15,24,19,15,24,19,15
"539","SM-GE64V_S012_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"540","SM-GE64V_S013_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"541","SM-GE64V_S014_E1-50",2,22,4,2,22,4,2,22,4,1,22,4,1,22,4
"542","SM-GE64V_S015_E1-50",23,2,10,23,2,10,23,2,10,23,2,10,23,2,10
"543","SM-GE64V_S016_E1-50",20,1,13,20,1,13,20,1,13,20,1,11,20,1,11
"544","SM-GE64V_S017_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"545","SM-GE64V_S018_E1-50",39,24,3,39,24,3,39,7,3,39,7,3,38,7,3
"546","SM-GE64V_S019_E1-50",32,32,12,32,32,12,32,32,12,32,32,12,32,32,12
"547","SM-GE64V_S020_E1-50",11,7,3,11,7,3,11,7,3,11,7,3,11,7,3
"548","SM-GE64V_S021_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"549","SM-GE64V_S024_E1-50",40,18,6,40,18,6,40,18,6,38,11,6,38,11,6
"550","SM-GE64V_S025_E1-50",25,26,8,25,26,8,25,26,8,25,26,8,3,13,8
"551","SM-GE64V_S026_E1-50",25,24,8,25,24,8,25,7,8,25,7,8,3,7,8
"552","SM-GE64V_S027_E1-50",22,14,14,22,14,14,22,14,14,22,14,14,22,14,14
"553","SM-GE64V_S028_E1-50",11,7,3,11,7,3,11,7,3,11,7,3,11,7,3
"554","SM-GE64V_S029_E1-50",14,21,7,14,21,7,14,21,7,14,21,7,14,21,7
"555","SM-GE64V_S030_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"556","SM-GE64V_S031_E1-50",11,7,3,11,7,3,11,7,3,11,7,3,11,7,3
"557","SM-GE64V_S032_E1-50",31,7,3,31,7,3,31,7,3,31,7,3,31,7,3
"558","SM-GE64V_S033_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"559","SM-GE64V_S034_E1-50",37,17,7,37,17,7,37,17,7,36,17,7,36,17,7
"560","SM-GE64V_S035_E1-50",12,7,3,12,7,3,11,7,3,11,7,3,11,7,3
"561","SM-GE64V_S036_E1-50",26,13,8,26,13,8,26,13,8,26,13,8,3,13,8
"562","SM-GE64V_S037_E1-50",2,25,4,2,25,4,2,22,4,1,22,4,1,22,4
"563","SM-GE64V_S038_E1-50",11,21,17,11,21,17,11,21,17,11,21,17,11,21,17
"564","SM-GE64V_S039_E1-50",32,19,12,32,19,12,32,19,12,32,19,12,32,19,12
"565","SM-GE64V_S041_E1-50",21,1,11,21,1,11,21,1,11,20,1,11,20,1,11
"566","SM-GE64V_S042_E1-50",38,11,6,38,11,6,38,11,6,38,11,6,38,11,6
"567","SM-GE64V_S043_E1-50",12,10,3,12,10,3,11,7,3,11,7,3,11,7,3
