"","k_10","k_15","k_20","k_25","k_30","k_35","k_40","k_45","k_50","k_55","k_60","k_65","k_70","k_75","k_80","k_85","k_90","k_95","k_100","k_105","k_110","k_115","k_120","k_125","k_130","k_135","k_140","k_145","k_150","cells"
"27600",52,30,29,19,20,15,19,25,21,32,20,9,17,29,32,31,23,24,27,21,24,24,21,2,14,11,16,18,15,"Evan_MC_G1_cell627830"
"27601",13,18,17,35,27,20,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell627952"
"27602",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_G1_cell628204"
"27603",53,25,8,36,36,23,16,9,22,22,24,31,6,14,18,15,22,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell628233"
"27604",41,48,30,40,19,1,32,26,8,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell628405"
"27605",64,10,9,29,18,11,36,4,17,2,33,12,5,27,7,16,14,1,21,22,4,27,20,12,6,13,25,8,18,"Evan_MC_G1_cell628552"
"27606",22,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_G1_cell628672"
"27607",61,52,20,37,21,34,25,9,20,19,24,3,12,14,29,9,29,12,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell628912"
"27608",58,43,5,33,13,39,34,31,24,11,16,29,10,2,2,13,12,20,17,24,22,21,12,14,17,15,19,14,10,"Evan_MC_G1_cell629020"
"27609",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_G1_cell629163"
"27610",62,40,21,10,8,8,13,22,23,27,9,10,14,10,3,8,8,21,2,18,19,16,27,27,26,26,4,3,21,"Evan_MC_G1_cell629338"
"27611",27,34,44,30,28,31,15,29,19,21,4,2,16,16,26,24,28,14,14,14,21,19,18,18,22,10,15,17,13,"Evan_MC_G1_cell629520"
"27612",61,52,20,26,21,34,25,11,34,19,24,3,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell629661"
"27613",39,52,41,26,35,34,30,11,34,19,22,31,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell629789"
"27614",35,45,16,8,40,4,12,12,4,6,7,14,25,28,26,24,28,14,14,14,21,19,18,18,22,10,15,17,13,"Evan_MC_G1_cell629792"
"27615",22,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_G1_cell629960"
"27616",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_G1_cell629999"
"27617",47,20,32,9,6,7,31,14,31,28,32,30,27,9,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell630010"
"27618",14,21,13,3,22,26,6,8,32,3,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,23,"Evan_MC_G1_cell630104"
"27619",41,48,2,12,4,1,33,26,8,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell630106"
"27620",23,26,45,31,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_G1_cell630623"
"27621",18,46,40,25,5,18,27,33,7,16,19,19,21,19,13,5,5,7,22,29,20,9,2,9,4,4,5,4,3,"Evan_MC_G1_cell630797"
"27622",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_G1_cell630980"
"27623",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_G1_cell631100"
"27624",37,11,23,30,28,31,15,29,19,21,4,2,16,16,12,7,25,18,16,2,10,12,13,13,8,21,18,10,7,"Evan_MC_G1_cell631597"
"27625",6,17,45,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_G1_cell631656"
"27626",40,18,17,35,17,22,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell631793"
"27627",28,25,8,37,36,34,16,9,20,22,24,3,6,14,29,15,29,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell631866"
"27628",7,53,30,40,15,1,32,26,13,17,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell632007"
"27629",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_G1_cell632008"
"27630",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_G1_cell632112"
"27631",34,22,18,24,3,27,23,1,15,30,12,20,13,25,20,23,21,27,15,3,11,11,16,10,19,25,21,23,17,"Evan_MC_G1_cell632252"
"27632",61,52,8,37,36,34,25,9,20,22,24,3,6,14,29,15,29,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell632314"
"27633",34,22,18,24,3,27,23,1,15,30,12,20,13,25,20,23,21,27,15,3,11,11,16,10,19,25,21,23,17,"Evan_MC_G1_cell632325"
"27634",23,1,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_G1_cell632497"
"27635",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_G1_cell632512"
"27636",64,39,28,39,14,11,36,4,14,2,33,12,5,27,7,18,14,25,21,22,26,23,22,12,16,12,17,8,18,"Evan_MC_G1_cell632556"
"27637",11,48,2,12,4,1,33,26,8,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell632792"
"27638",57,41,35,24,26,25,35,17,10,30,12,27,13,8,23,29,21,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_G1_cell632999"
"27639",13,18,17,35,27,20,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell633007"
"27640",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_G1_cell633289"
"27641",42,47,4,13,32,14,17,18,26,24,26,25,3,13,21,17,13,16,18,15,16,10,8,11,15,20,7,7,12,"Evan_MC_G1_cell633319"
"27642",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_G1_cell633673"
"27643",53,25,8,36,36,23,16,9,22,22,24,3,6,14,18,15,22,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell633745"
"27644",13,18,17,35,27,20,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell633762"
"27645",32,27,14,9,6,7,31,14,31,28,27,30,27,1,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell634277"
"27646",40,15,24,7,27,22,24,20,16,29,27,24,19,21,28,1,24,10,25,28,9,8,24,23,9,14,26,16,26,"Evan_MC_G1_cell634415"
"27647",20,17,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_G1_cell634581"
"27648",12,2,7,18,9,6,3,2,2,1,3,1,18,17,27,14,6,2,5,4,5,4,5,4,5,5,6,5,2,"Evan_MC_G1_cell634777"
"27649",32,27,14,9,6,7,31,14,31,28,27,30,27,1,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell635110"
"27650",59,37,12,6,16,21,29,27,12,7,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_G1_cell635543"
"27651",5,16,40,25,5,18,27,33,7,16,19,19,21,19,13,5,5,7,22,29,20,9,2,9,4,4,5,4,3,"Evan_MC_G1_cell635995"
"27652",31,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_G1_cell636004"
"27653",20,17,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_G1_cell636177"
"27654",62,40,21,10,8,8,13,22,23,27,9,10,14,10,3,8,8,21,2,18,19,16,27,27,26,26,4,3,21,"Evan_MC_G1_cell636365"
"27655",48,14,42,16,24,5,21,36,33,33,34,32,30,30,30,30,4,31,28,7,29,26,26,16,11,23,8,25,5,"Evan_MC_G1_cell636508"
"27656",51,51,31,17,15,17,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell636562"
"27657",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_G1_cell637365"
"27658",8,3,38,4,39,10,20,3,9,10,13,15,4,4,9,6,11,5,6,17,12,7,10,21,12,22,9,11,23,"Evan_MC_G1_cell637542"
"27659",45,39,28,39,14,11,36,4,28,2,33,12,5,27,7,18,14,25,21,22,26,23,22,12,16,12,17,8,18,"Evan_MC_G1_cell637552"
"27660",49,18,17,35,17,22,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell637853"
"27661",49,18,17,35,17,22,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell638029"
"27662",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_G1_cell638270"
"27663",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_G1_cell638308"
"27664",59,37,24,6,16,13,29,27,12,7,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_G1_cell638488"
"27665",40,18,17,35,27,22,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell638672"
"27666",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_G1_cell638677"
"27667",54,48,31,40,19,1,32,26,8,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell638759"
"27668",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_G1_cell638886"
"27669",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_G1_cell638896"
"27670",23,1,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_G1_cell639177"
"27671",22,50,9,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_G1_cell639189"
"27672",17,13,43,26,35,37,30,34,34,19,22,31,12,26,18,9,22,30,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell639406"
"27673",26,21,13,3,38,26,20,6,9,3,28,7,29,3,10,3,27,5,6,23,12,17,25,24,3,2,2,11,23,"Evan_MC_G1_cell639739"
"27674",45,39,28,39,14,11,36,4,14,2,33,12,5,27,7,18,14,25,21,22,26,23,22,12,16,12,17,8,18,"Evan_MC_G1_cell639923"
"27675",53,49,43,36,35,37,30,34,34,19,22,31,12,26,18,9,22,30,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell640005"
"27676",41,48,30,40,19,1,32,26,8,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell640201"
"27677",62,43,5,10,8,8,13,22,23,27,9,10,14,10,3,8,8,21,2,18,19,16,27,27,26,26,4,3,21,"Evan_MC_G1_cell640480"
"27678",63,33,27,27,37,29,14,21,30,18,15,21,31,20,16,20,20,23,19,6,8,5,17,17,21,17,23,22,19,"Evan_MC_G1_cell640619"
"27679",53,49,43,36,36,37,30,34,34,19,22,31,12,14,18,15,22,30,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell640930"
"27680",24,35,26,21,32,30,26,16,26,9,14,13,1,23,19,22,13,17,18,16,17,10,8,11,15,20,7,7,12,"Evan_MC_G1_cell641024"
"27681",44,38,42,16,24,5,21,36,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_G1_cell641941"
"27682",47,20,32,9,6,7,31,14,31,28,32,30,27,9,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell641950"
"27683",11,42,2,12,4,16,33,15,8,31,23,16,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell641990"
"27684",26,21,10,3,38,12,20,6,9,3,2,15,29,5,10,6,27,5,6,17,12,7,10,21,12,22,9,11,23,"Evan_MC_G1_cell642125"
"27685",19,10,9,29,18,38,11,24,17,15,30,17,15,22,25,16,14,1,21,22,4,27,20,20,6,13,25,20,22,"Evan_MC_G1_cell642389"
"27686",57,41,35,24,26,25,35,17,10,30,12,27,26,8,23,29,21,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_G1_cell642393"
"27687",23,26,45,31,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_G1_cell642759"
"27688",42,47,4,13,29,14,17,18,26,24,26,25,3,13,21,17,13,16,18,15,16,10,8,11,15,20,7,7,12,"Evan_MC_G1_cell642931"
"27689",57,41,35,24,26,25,35,17,10,30,12,27,13,8,23,29,21,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_G1_cell643322"
"27690",54,28,31,17,15,16,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell643380"
"27691",24,35,26,21,32,30,26,16,26,9,14,13,1,23,19,22,13,17,18,16,17,10,8,11,15,20,7,7,12,"Evan_MC_G1_cell643475"
"27692",48,14,42,16,24,5,21,36,33,33,34,32,30,30,30,30,4,31,28,7,29,26,26,16,11,23,8,25,5,"Evan_MC_G1_cell644158"
"27693",12,2,7,18,9,6,3,2,2,1,3,1,18,17,27,14,6,2,5,4,5,4,5,4,5,5,6,5,2,"Evan_MC_G1_cell644404"
"27694",39,52,20,26,35,34,30,11,34,19,24,31,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell644693"
"27695",11,42,2,12,4,16,33,15,8,31,23,16,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell644768"
"27696",11,28,31,17,4,16,33,15,13,31,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell644843"
"27697",47,20,32,32,17,7,10,35,16,29,32,23,22,9,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell644947"
"27698",52,30,29,19,20,15,19,25,21,32,20,9,17,29,32,31,23,24,27,21,24,24,21,2,14,11,16,18,15,"Evan_MC_G1_cell645005"
"27699",48,14,42,16,24,5,21,36,33,33,34,32,30,30,30,30,4,31,28,7,29,26,26,16,11,23,8,25,5,"Evan_MC_G1_cell645050"
"27700",17,13,41,26,35,37,30,11,34,19,22,31,12,26,18,9,29,30,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell645074"
"27701",48,14,42,16,24,5,21,36,33,33,34,32,30,30,30,30,4,31,28,7,29,26,26,16,11,23,8,25,5,"Evan_MC_G1_cell645405"
"27702",32,27,14,9,27,20,31,14,31,28,27,30,27,1,5,1,16,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell645639"
"27703",40,18,17,35,17,22,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell645851"
"27704",34,22,18,24,3,27,23,1,15,30,12,20,13,25,20,23,21,27,15,3,11,11,16,10,19,25,21,23,17,"Evan_MC_G1_cell645957"
"27705",12,2,7,18,9,6,3,2,2,1,3,1,18,17,27,14,6,2,5,4,5,4,5,4,5,5,6,5,2,"Evan_MC_G1_cell646143"
"27706",54,28,31,17,15,16,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell646316"
"27707",26,21,13,23,38,12,6,6,6,3,2,15,11,5,10,27,27,9,6,10,12,7,10,21,18,22,2,11,23,"Evan_MC_G1_cell646355"
"27708",5,16,40,25,5,18,27,33,7,16,19,19,21,19,13,5,5,7,22,29,20,9,2,9,4,4,5,4,3,"Evan_MC_G1_cell646406"
"27709",40,18,17,35,27,22,24,20,16,29,27,23,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell646437"
"27710",23,1,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_G1_cell646550"
"27711",31,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_G1_cell646567"
"27712",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_G1_cell646769"
"27713",60,33,19,15,12,28,22,30,29,12,15,21,31,20,16,20,20,23,19,6,8,5,17,17,21,17,23,22,19,"Evan_MC_G1_cell647310"
"27714",11,42,2,12,4,16,33,15,8,31,23,16,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell647362"
"27715",6,17,45,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_G1_cell647515"
"27716",16,15,24,7,16,13,29,27,12,7,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_G1_cell647525"
"27717",60,33,19,15,12,28,22,30,29,12,15,21,31,20,16,20,20,23,19,6,8,5,17,17,21,17,23,22,19,"Evan_MC_G1_cell647534"
"27718",24,7,4,21,32,30,17,18,26,9,26,25,3,13,21,17,13,16,18,15,16,10,8,11,15,20,7,7,12,"Evan_MC_G1_cell647585"
"27719",22,10,9,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_G1_cell648722"
"27720",8,3,38,34,10,3,7,3,1,25,13,8,11,5,8,27,26,9,9,10,7,13,7,6,18,7,12,12,4,"Evan_MC_G1_cell649062"
"27721",24,35,26,21,32,30,26,16,26,9,14,13,1,23,19,22,13,17,18,16,17,10,8,11,15,20,7,7,12,"Evan_MC_G1_cell649322"
"27722",23,1,25,5,34,36,5,13,27,14,31,22,24,24,24,26,19,22,29,11,2,14,11,8,10,8,14,15,9,"Evan_MC_G1_cell649688"
"27723",30,5,38,23,38,12,1,19,9,3,2,15,11,5,10,27,27,9,6,10,12,7,10,21,18,22,9,11,23,"Evan_MC_G1_cell649824"
"27724",60,33,19,15,12,28,22,30,29,12,15,21,31,20,16,20,20,23,19,6,8,5,17,17,21,17,23,22,19,"Evan_MC_G1_cell649843"
"27725",57,41,35,24,26,25,35,17,10,30,12,27,26,8,23,29,21,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_G1_cell649956"
"27726",59,37,12,6,16,21,29,27,12,7,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_G1_cell650158"
"27727",38,36,29,19,20,15,19,25,21,32,20,9,17,29,32,31,23,24,27,21,24,24,21,2,14,11,16,18,15,"Evan_MC_G1_cell650177"
"27728",43,31,36,29,18,35,4,28,28,23,21,12,5,27,7,16,14,1,21,22,4,27,20,12,6,13,25,8,18,"Evan_MC_G1_cell650179"
"27729",13,18,17,35,27,20,24,20,16,28,27,30,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell650756"
"27730",38,36,29,19,20,15,19,25,21,32,20,9,17,29,32,31,23,24,27,21,24,24,21,2,14,11,16,18,15,"Evan_MC_G1_cell651370"
"27731",7,53,30,40,15,17,32,26,13,17,23,6,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell651587"
"27732",25,32,15,14,23,19,8,30,11,12,11,4,8,12,1,28,9,8,7,9,6,20,19,19,23,18,20,21,16,"Evan_MC_G1_cell651628"
"27733",24,35,26,21,32,30,26,16,26,9,14,13,1,23,19,22,13,17,18,16,17,10,8,11,15,20,7,7,12,"Evan_MC_G1_cell651761"
"27734",7,48,30,40,19,1,32,26,13,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell651772"
"27735",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_G1_cell651962"
"27736",51,51,31,17,15,1,33,15,13,31,23,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell651986"
"27737",28,25,8,37,36,34,16,9,20,22,24,3,6,14,29,15,29,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell652210"
"27738",46,55,33,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_G1_cell652224"
"27739",34,41,18,24,26,27,35,1,10,30,12,27,13,8,23,29,21,27,10,3,15,18,14,10,13,25,24,19,17,"Evan_MC_G1_cell652263"
"27740",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_G1_cell652280"
"27741",33,35,26,21,32,30,26,16,26,9,14,13,1,23,19,22,13,17,18,16,17,10,8,11,15,20,7,7,12,"Evan_MC_G1_cell652659"
"27742",22,10,9,41,7,38,11,24,17,15,30,17,15,22,25,4,18,1,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_G1_cell652992"
"27743",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_G1_cell653023"
"27744",55,44,22,20,2,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_G1_cell653313"
"27745",25,32,15,14,23,19,8,30,11,12,11,4,8,12,1,28,9,8,7,9,6,20,19,19,23,18,20,21,16,"Evan_MC_G1_cell653469"
"27746",15,4,39,1,25,9,7,3,1,10,1,11,4,4,9,11,11,6,4,8,7,13,7,6,12,7,10,12,6,"Evan_MC_G1_cell653511"
"27747",63,7,27,27,37,29,14,21,30,18,15,21,31,20,16,20,20,23,19,6,8,5,17,17,21,25,21,23,17,"Evan_MC_G1_cell653521"
"27748",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_G1_cell653537"
"27749",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_G1_cell653841"
"27750",7,48,30,40,19,1,32,26,13,31,23,16,28,7,15,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell654172"
"27751",13,18,14,9,27,20,24,20,16,28,27,30,22,1,28,1,17,29,26,28,9,8,24,26,9,14,26,16,26,"Evan_MC_G1_cell654177"
"27752",17,13,41,26,35,37,30,11,34,19,22,31,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell654186"
"27753",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_G1_cell654216"
"27754",28,25,8,37,36,34,16,9,20,22,24,3,6,14,29,15,29,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell654230"
"27755",36,19,37,42,22,26,6,8,32,4,28,7,9,3,31,3,2,26,12,23,28,17,25,24,3,2,2,24,14,"Evan_MC_G1_cell654319"
"27756",18,46,40,25,5,18,27,33,7,16,19,19,21,19,13,5,5,7,22,29,20,9,2,9,4,4,5,4,3,"Evan_MC_G1_cell654424"
"27757",57,41,35,20,26,25,35,17,10,8,25,27,26,8,23,29,30,11,10,5,15,18,14,15,13,9,24,19,20,"Evan_MC_G1_cell654553"
"27758",8,29,3,34,33,3,1,19,6,3,2,8,11,5,8,27,26,9,6,10,12,7,10,21,18,22,12,11,4,"Evan_MC_G1_cell654572"
"27759",44,38,6,22,11,32,18,32,25,13,17,26,23,11,22,25,7,15,11,12,3,2,3,1,2,3,3,2,1,"Evan_MC_G1_cell654628"
"27760",55,44,22,20,2,25,35,17,10,8,25,27,26,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_G1_cell655189"
"27761",8,5,38,4,39,12,20,19,9,25,13,15,11,5,9,27,26,9,6,17,12,7,10,21,18,22,9,11,23,"Evan_MC_G1_cell655528"
"27762",40,18,17,35,17,22,24,20,16,29,27,23,22,1,28,1,17,29,26,28,23,8,24,26,24,14,26,16,24,"Evan_MC_G1_cell655590"
"27763",42,47,4,13,29,14,17,18,26,24,26,25,3,13,21,17,13,16,18,15,16,10,8,11,15,20,7,7,12,"Evan_MC_G1_cell656080"
"27764",21,25,8,36,36,23,16,34,22,22,24,31,6,14,18,15,22,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell656097"
"27765",1,29,3,34,10,3,1,10,6,25,13,8,11,5,8,27,26,9,9,10,7,13,7,21,18,22,12,11,4,"Evan_MC_G1_cell656458"
"27766",39,52,20,26,35,34,30,11,34,19,24,31,12,26,29,9,29,30,20,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell656464"
"27767",21,25,8,36,36,23,16,34,22,22,22,31,6,14,18,15,22,12,24,20,27,25,9,22,20,19,11,9,8,"Evan_MC_G1_cell656701"
"27768",46,6,47,38,30,24,9,7,3,20,6,28,2,18,6,12,3,4,8,25,25,3,4,3,7,6,27,6,11,"Evan_MC_G1_cell657063"
"27769",59,37,12,6,16,21,29,27,12,7,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_G1_cell657460"
"27770",31,50,46,41,7,38,11,24,17,15,30,17,15,22,25,4,18,28,23,26,13,22,20,20,6,13,25,20,22,"Evan_MC_G1_cell657597"
"27771",59,37,24,6,16,13,29,27,12,7,10,24,19,21,17,21,24,10,25,27,23,15,23,23,24,24,13,13,24,"Evan_MC_G1_cell657639"
"27772",51,51,31,17,15,17,33,15,13,17,29,6,28,7,14,19,15,19,1,19,18,28,15,25,25,16,22,26,25,"Evan_MC_G1_cell657654"
"27773",18,46,40,25,5,18,27,33,7,16,19,19,21,19,13,5,5,7,22,29,20,9,2,9,4,4,5,4,3,"Evan_MC_G1_cell657757"
"27774",45,39,28,39,14,11,36,4,14,2,33,12,5,27,7,18,14,25,21,22,26,23,22,12,16,12,17,8,18,"Evan_MC_G1_cell657875"
