"","Rsec","RsecT","cells"
"554",-1,17,"SM-GE64V_S029_E1-50"
"555",14,14,"SM-GE64V_S030_E1-50"
"556",17,17,"SM-GE64V_S031_E1-50"
"557",-1,3,"SM-GE64V_S032_E1-50"
"558",14,14,"SM-GE64V_S033_E1-50"
"559",14,14,"SM-GE64V_S034_E1-50"
"560",17,17,"SM-GE64V_S035_E1-50"
"561",-1,3,"SM-GE64V_S036_E1-50"
"562",-1,10,"SM-GE64V_S037_E1-50"
"563",-1,17,"SM-GE64V_S038_E1-50"
"564",3,3,"SM-GE64V_S039_E1-50"
"565",12,12,"SM-GE64V_S041_E1-50"
"566",21,21,"SM-GE64V_S042_E1-50"
"567",-1,17,"SM-GE64V_S043_E1-50"
"568",1,1,"SM-GE64V_S044_E1-50"
"569",7,7,"SM-GE64V_S045_E1-50"
"570",-1,15,"SM-GE64V_S046_E1-50"
"571",1,1,"SM-GE64V_S047_E1-50"
"572",12,12,"SM-GE64V_S049_E1-50"
"573",12,12,"SM-GE64V_S050_E1-50"
"574",12,12,"SM-GE64V_S051_E1-50"
"575",3,3,"SM-GE64V_S052_E1-50"
"576",1,1,"SM-GE64V_S053_E1-50"
"577",-1,3,"SM-GE64V_S054_E1-50"
"578",1,1,"SM-GE64V_S055_E1-50"
"579",12,12,"SM-GE64V_S056_E1-50"
"580",1,1,"SM-GE64V_S057_E1-50"
"581",3,3,"SM-GE64V_S058_E1-50"
"582",7,7,"SM-GE64V_S059_E1-50"
"583",1,1,"SM-GE64V_S060_E1-50"
"584",12,12,"SM-GE64V_S061_E1-50"
"585",17,17,"SM-GE64V_S062_E1-50"
"586",17,17,"SM-GE64V_S063_E1-50"
"587",1,1,"SM-GE64V_S064_E1-50"
"588",-1,13,"SM-GE64V_S065_E1-50"
"589",7,7,"SM-GE64V_S066_E1-50"
"590",-1,3,"SM-GE64V_S067_E1-50"
"591",12,12,"SM-GE64V_S068_E1-50"
"592",15,15,"SM-GE64V_S069_E1-50"
"593",16,16,"SM-GE64V_S070_E1-50"
"594",18,18,"SM-GE64V_S071_E1-50"
"595",-1,9,"SM-GE64V_S072_E1-50"
"596",7,7,"SM-GE64V_S081_E1-50"
"597",12,12,"SM-GE64V_S082_E1-50"
"598",-1,7,"SM-GE64V_S083_E1-50"
"599",-1,15,"SM-GE64V_S084_E1-50"
"600",15,15,"SM-GE64V_S085_E1-50"
"601",15,15,"SM-GE64V_S086_E1-50"
"602",7,7,"SM-GE64V_S087_E1-50"
"603",7,7,"SM-GE64V_S088_E1-50"
"604",7,7,"SM-GE64V_S089_E1-50"
"605",15,15,"SM-GE64V_S090_E1-50"
"606",-1,3,"SM-GE64V_S091_E1-50"
"607",15,15,"SM-GE64V_S092_E1-50"
"608",16,16,"SM-GE64V_S093_E1-50"
"609",16,16,"SM-GE64V_S094_E1-50"
"610",16,16,"SM-GE64V_S095_E1-50"
"611",7,7,"SM-GE64V_S096_E1-50"
"612",19,19,"SM-GE64G_S009_E1-50"
"613",-1,16,"SM-GE64G_S010_E1-50"
"614",14,14,"SM-GE64G_S011_E1-50"
"615",-1,21,"SM-GE64G_S012_E1-50"
"616",-1,13,"SM-GE64G_S013_E1-50"
"617",13,13,"SM-GE64G_S014_E1-50"
"618",9,9,"SM-GE64G_S015_E1-50"
"619",-1,3,"SM-GE64G_S016_E1-50"
"620",-1,21,"SM-GE64G_S018_E1-50"
"621",14,14,"SM-GE64G_S019_E1-50"
"622",17,17,"SM-GE64G_S020_E1-50"
"623",-1,17,"SM-GE64G_S021_E1-50"
"624",1,1,"SM-GE64G_S022_E1-50"
"625",-1,17,"SM-GE64G_S023_E1-50"
"626",14,14,"SM-GE64G_S024_E1-50"
"627",2,2,"SM-GE64G_S025_E1-50"
"628",17,17,"SM-GE64G_S026_E1-50"
"629",10,10,"SM-GE64G_S027_E1-50"
"630",2,2,"SM-GE64G_S028_E1-50"
"631",17,17,"SM-GE64G_S029_E1-50"
"632",17,17,"SM-GE64G_S030_E1-50"
"633",14,14,"SM-GE64G_S031_E1-50"
"634",-1,19,"SM-GE64G_S032_E1-50"
"635",-1,1,"SM-GE64G_S033_E1-50"
"636",12,12,"SM-GE64G_S034_E1-50"
"637",3,3,"SM-GE64G_S035_E1-50"
"638",-1,21,"SM-GE64G_S036_E1-50"
"639",-1,3,"SM-GE64G_S037_E1-50"
"640",19,19,"SM-GE64G_S038_E1-50"
"641",-1,19,"SM-GE64G_S039_E1-50"
"642",-1,16,"SM-GE64G_S040_E1-50"
"643",-1,3,"SM-GE64G_S041_E1-50"
"644",-1,9,"SM-GE64G_S042_E1-50"
"645",19,19,"SM-GE64G_S043_E1-50"
"646",-1,21,"SM-GE64G_S044_E1-50"
"647",-1,14,"SM-GE64G_S045_E1-50"
"648",-1,21,"SM-GE64G_S046_E1-50"
"649",-1,21,"SM-GE64G_S049_E1-50"
"650",14,14,"SM-GE64G_S050_E1-50"
"651",17,17,"SM-GE64G_S051_E1-50"
"652",-1,9,"SM-GE64G_S052_E1-50"
"653",-1,19,"SM-GE64G_S053_E1-50"
"654",-1,14,"SM-GE64G_S054_E1-50"
"655",-1,17,"SM-GE64G_S055_E1-50"
"656",-1,17,"SM-GE64G_S056_E1-50"
"657",16,16,"SM-GE64G_S057_E1-50"
"658",14,14,"SM-GE64G_S058_E1-50"
"659",16,16,"SM-GE64G_S060_E1-50"
"660",10,10,"SM-GE64G_S061_E1-50"
"661",19,19,"SM-GE64G_S062_E1-50"
"662",10,10,"SM-GE64G_S063_E1-50"
"663",-1,12,"SM-GE64G_S064_E1-50"
"664",16,16,"SM-GE64G_S065_E1-50"
"665",-1,21,"SM-GE64G_S066_E1-50"
"666",10,10,"SM-GE64G_S067_E1-50"
"667",10,10,"SM-GE64G_S068_E1-50"
"668",-1,10,"SM-GE64G_S069_E1-50"
"669",16,16,"SM-GE64G_S070_E1-50"
"670",10,10,"SM-GE64G_S071_E1-50"
"671",21,21,"SM-GE64G_S072_E1-50"
"672",-1,14,"SM-GE64G_S073_E1-50"
"673",16,16,"SM-GE64G_S075_E1-50"
"674",10,10,"SM-GE64G_S077_E1-50"
"675",-1,21,"SM-GE64G_S078_E1-50"
"676",16,16,"SM-GE64G_S080_E1-50"
"677",3,3,"SM-GE64G_S081_E1-50"
"678",7,7,"SM-GE64G_S082_E1-50"
"679",16,16,"SM-GE64G_S083_E1-50"
"680",-1,16,"SM-GE64G_S084_E1-50"
"681",16,16,"SM-GE64G_S085_E1-50"
"682",16,16,"SM-GE64G_S086_E1-50"
"683",-1,16,"SM-GE64G_S087_E1-50"
"684",-1,13,"SM-GE64G_S088_E1-50"
"685",7,7,"SM-GE64G_S089_E1-50"
"686",16,16,"SM-GE64G_S091_E1-50"
"687",3,3,"SM-GE64G_S092_E1-50"
"688",-1,3,"SM-GE64G_S093_E1-50"
"689",1,1,"SM-GE64G_S094_E1-50"
"690",-1,3,"SM-GE64G_S095_E1-50"
"691",15,15,"SM-GE64G_S096_E1-50"
"692",14,14,"SM-GE64G_S098_E1-50"
"693",17,17,"SM-GE64G_S099_E1-50"
"694",14,14,"SM-GE64G_S100_E1-50"
"695",14,14,"SM-GE64G_S101_E1-50"
"696",-1,14,"SM-GE64G_S102_E1-50"
"697",-1,17,"SM-GE64G_S103_E1-50"
"698",-1,15,"SM-GE64G_S104_E1-50"
"699",17,17,"SM-GE64G_S113_E1-50"
"700",3,3,"SM-GE64G_S114_E1-50"
"701",3,3,"SM-GE64G_S115_E1-50"
"702",3,3,"SM-GE64G_S116_E1-50"
"703",19,19,"SM-GE64G_S117_E1-50"
"704",-1,14,"SM-GE64G_S118_E1-50"
"705",-1,13,"SM-GE64G_S119_E1-50"
"706",17,17,"SM-GE64G_S120_E1-50"
"707",17,17,"SM-GE64G_S121_E1-50"
"708",14,14,"SM-GE64G_S122_E1-50"
"709",-1,17,"SM-GE64G_S123_E1-50"
"710",1,1,"SM-GE64G_S124_E1-50"
"711",-1,17,"SM-GE64G_S126_E1-50"
"712",14,14,"SM-GE64G_S127_E1-50"
"713",19,19,"SM-GE64G_S128_E1-50"
"714",19,19,"SM-GE64G_S129_E1-50"
"715",-1,14,"SM-GE64G_S130_E1-50"
"716",-1,21,"SM-GE64G_S131_E1-50"
"717",-1,9,"SM-GE64G_S132_E1-50"
"718",-1,17,"SM-GE64G_S133_E1-50"
"719",-1,19,"SM-GE64G_S134_E1-50"
"720",-1,17,"SM-GE64G_S137_E1-50"
"721",17,17,"SM-GE64G_S138_E1-50"
"722",-1,16,"SM-GE64G_S139_E1-50"
"723",9,9,"SM-GE64G_S140_E1-50"
"724",17,17,"SM-GE64G_S141_E1-50"
"725",19,19,"SM-GE64G_S142_E1-50"
"726",17,17,"SM-GE64G_S143_E1-50"
"727",-1,17,"SM-GE64G_S144_E1-50"
"728",-1,21,"SM-GE64G_S145_E1-50"
"729",-1,19,"SM-GE64G_S146_E1-50"
"730",19,19,"SM-GE64G_S147_E1-50"
"731",-1,15,"SM-GE64G_S149_E1-50"
"732",-1,3,"SM-GE64G_S150_E1-50"
"733",19,19,"SM-GE64G_S151_E1-50"
"734",19,19,"SM-GE64G_S152_E1-50"
"735",10,10,"SM-GE64G_S154_E1-50"
"736",10,10,"SM-GE64G_S155_E1-50"
"737",1,1,"SM-GE64G_S157_E1-50"
"738",-1,21,"SM-GE64G_S158_E1-50"
"739",21,21,"SM-GE64G_S159_E1-50"
"740",16,16,"SM-GE64G_S160_E1-50"
"741",21,21,"SM-GE64G_S162_E1-50"
"742",-1,19,"SM-GE64G_S163_E1-50"
"743",16,16,"SM-GE64G_S164_E1-50"
"744",10,10,"SM-GE64G_S166_E1-50"
"745",-1,10,"SM-GE64G_S167_E1-50"
"746",12,12,"SM-GE64G_S168_E1-50"
"747",10,10,"SM-GE64G_S169_E1-50"
"748",16,16,"SM-GE64G_S170_E1-50"
"749",2,2,"SM-GE64G_S171_E1-50"
"750",21,21,"SM-GE64G_S172_E1-50"
"751",16,16,"SM-GE64G_S173_E1-50"
"752",-1,21,"SM-GE64G_S174_E1-50"
"753",-1,14,"SM-GE64G_S175_E1-50"
"754",19,19,"SM-GE64G_S176_E1-50"
"755",1,1,"SM-GE64G_S179_E1-50"
"756",1,1,"SM-GE64G_S180_E1-50"
"757",16,16,"SM-GE64G_S181_E1-50"
"758",16,16,"SM-GE64G_S182_E1-50"
"759",16,16,"SM-GE64G_S183_E1-50"
"760",-1,3,"SM-GE64G_S184_E1-50"
"761",-1,3,"SM-GE64G_S185_E1-50"
"762",16,16,"SM-GE64G_S186_E1-50"
"763",3,3,"SM-GE64G_S187_E1-50"
"764",12,12,"SM-GE64G_S188_E1-50"
"765",16,16,"SM-GE64G_S189_E1-50"
"766",-1,10,"SM-GE64G_S190_E1-50"
"767",-1,3,"SM-GE64G_S191_E1-50"
"768",6,6,"SM-GE64G_S192_E1-50"
"769",-1,21,"SM-GE64H_S001_E1-50"
"770",2,2,"SM-GE64H_S002_E1-50"
"771",-1,10,"SM-GE64H_S003_E1-50"
"772",-1,21,"SM-GE64H_S004_E1-50"
"773",-1,21,"SM-GE64H_S005_E1-50"
"774",-1,17,"SM-GE64H_S006_E1-50"
"775",14,14,"SM-GE64H_S007_E1-50"
"776",-1,19,"SM-GE64H_S008_E1-50"
"777",17,17,"SM-GE64H_S009_E1-50"
"778",-1,19,"SM-GE64H_S011_E1-50"
"779",17,17,"SM-GE64H_S012_E1-50"
"780",3,3,"SM-GE64H_S015_E1-50"
"781",17,17,"SM-GE64H_S025_E1-50"
"782",14,14,"SM-GE64H_S026_E1-50"
"783",3,3,"SM-GE64H_S027_E1-50"
"784",3,3,"SM-GE64H_S028_E1-50"
"785",1,1,"SM-GE64H_S029_E1-50"
"786",-1,21,"SM-GE64H_S030_E1-50"
"787",-1,14,"SM-GE64H_S031_E1-50"
"788",2,2,"SM-GE64H_S032_E1-50"
"789",-1,17,"SM-GE64H_S033_E1-50"
"790",-1,15,"SM-GE64H_S034_E1-50"
"791",19,19,"SM-GE64H_S035_E1-50"
"792",-1,15,"SM-GE64H_S036_E1-50"
"793",-1,15,"SM-GE64H_S037_E1-50"
"794",19,19,"SM-GE64H_S038_E1-50"
"795",-1,21,"SM-GE64H_S039_E1-50"
"796",-1,17,"SM-GE64H_S040_E1-50"
"797",-1,17,"SM-GE64H_S042_E1-50"
"798",3,3,"SM-GE64H_S043_E1-50"
"799",19,19,"SM-GE64H_S044_E1-50"
"800",-1,21,"SM-GE64H_S045_E1-50"
"801",-1,14,"SM-GE64H_S046_E1-50"
"802",-1,17,"SM-GE64H_S047_E1-50"
"803",-1,9,"SM-GE64H_S048_E1-50"
"804",17,17,"SM-GE64H_S050_E1-50"
"805",-1,19,"SM-GE64H_S051_E1-50"
"806",-1,17,"SM-GE64H_S052_E1-50"
"807",17,17,"SM-GE64H_S053_E1-50"
"808",-1,3,"SM-GE64H_S054_E1-50"
"809",9,9,"SM-GE64H_S055_E1-50"
"810",19,19,"SM-GE64H_S056_E1-50"
"811",-1,14,"SM-GE64H_S057_E1-50"
"812",-1,21,"SM-GE64H_S058_E1-50"
"813",10,10,"SM-GE64H_S059_E1-50"
"814",-1,10,"SM-GE64H_S060_E1-50"
"815",3,3,"SM-GE64H_S061_E1-50"
"816",10,10,"SM-GE64H_S062_E1-50"
"817",10,10,"SM-GE64H_S063_E1-50"
"818",-1,17,"SM-GE64H_S065_E1-50"
"819",21,21,"SM-GE64H_S067_E1-50"
"820",-1,15,"SM-GE64H_S068_E1-50"
"821",21,21,"SM-GE64H_S069_E1-50"
"822",-1,21,"SM-GE64H_S071_E1-50"
"823",16,16,"SM-GE64H_S072_E1-50"
"824",10,10,"SM-GE64H_S073_E1-50"
"825",10,10,"SM-GE64H_S074_E1-50"
"826",21,21,"SM-GE64H_S076_E1-50"
"827",-1,17,"SM-GE64H_S077_E1-50"
"828",-1,10,"SM-GE64H_S078_E1-50"
"829",16,16,"SM-GE64H_S079_E1-50"
"830",13,13,"SM-GE64H_S081_E1-50"
"831",7,7,"SM-GE64H_S082_E1-50"
"832",10,10,"SM-GE64H_S083_E1-50"
"833",16,16,"SM-GE64H_S084_E1-50"
"834",10,10,"SM-GE64H_S085_E1-50"
"835",12,12,"SM-GE64H_S089_E1-50"
"836",12,12,"SM-GE64H_S090_E1-50"
"837",-1,21,"SM-GE64H_S091_E1-50"
"838",10,10,"SM-GE64H_S092_E1-50"
"839",-1,15,"SM-GE64H_S093_E1-50"
"840",16,16,"SM-GE64H_S095_E1-50"
"841",13,13,"SM-GE64H_S096_E1-50"
"842",2,2,"SM-GE64H_S097_E1-50"
"843",-1,15,"SM-GE64H_S098_E1-50"
"844",3,3,"SM-GE64H_S100_E1-50"
"845",-1,17,"SM-GE64H_S101_E1-50"
"846",14,14,"SM-GE64H_S102_E1-50"
"847",17,17,"SM-GE64H_S103_E1-50"
"848",-1,3,"SM-GE64H_S104_E1-50"
"849",17,17,"SM-GE64H_S106_E1-50"
"850",14,14,"SM-GE64H_S107_E1-50"
"851",-1,17,"SM-GE64H_S108_E1-50"
"852",14,14,"SM-GE64H_S109_E1-50"
"853",2,2,"SM-GE64H_S111_E1-50"
"854",-1,17,"SM-GE64H_S112_E1-50"
"855",17,17,"SM-GE64H_S113_E1-50"
"856",-1,17,"SM-GE64H_S114_E1-50"
"857",-1,12,"SM-GE64H_S115_E1-50"
"858",2,2,"SM-GE64H_S116_E1-50"
"859",-1,3,"SM-GE64H_S117_E1-50"
"860",14,14,"SM-GE64H_S118_E1-50"
"861",14,14,"SM-GE64H_S120_E1-50"
"862",-1,21,"SM-GE64H_S129_E1-50"
"863",-1,17,"SM-GE64H_S130_E1-50"
"864",-1,3,"SM-GE64H_S131_E1-50"
"865",17,17,"SM-GE64H_S133_E1-50"
"866",19,19,"SM-GE64H_S134_E1-50"
"867",17,17,"SM-GE64H_S135_E1-50"
"868",-1,15,"SM-GE64H_S136_E1-50"
"869",19,19,"SM-GE64H_S137_E1-50"
"870",-1,17,"SM-GE64H_S138_E1-50"
"871",2,2,"SM-GE64H_S139_E1-50"
"872",14,14,"SM-GE64H_S140_E1-50"
"873",-1,9,"SM-GE64H_S141_E1-50"
"874",-1,3,"SM-GE64H_S142_E1-50"
"875",-1,3,"SM-GE64H_S143_E1-50"
"876",-1,3,"SM-GE64H_S145_E1-50"
"877",17,17,"SM-GE64H_S146_E1-50"
"878",18,18,"SM-GE64H_S147_E1-50"
"879",17,17,"SM-GE64H_S148_E1-50"
"880",17,17,"SM-GE64H_S149_E1-50"
"881",-1,21,"SM-GE64H_S150_E1-50"
"882",17,17,"SM-GE64H_S151_E1-50"
"883",-1,17,"SM-GE64H_S152_E1-50"
"884",17,17,"SM-GE64H_S153_E1-50"
"885",17,17,"SM-GE64H_S154_E1-50"
"886",17,17,"SM-GE64H_S155_E1-50"
"887",-1,18,"SM-GE64H_S156_E1-50"
"888",17,17,"SM-GE64H_S157_E1-50"
"889",-1,12,"SM-GE64H_S158_E1-50"
"890",-1,3,"SM-GE64H_S159_E1-50"
"891",17,17,"SM-GE64H_S160_E1-50"
"892",-1,13,"SM-GE64H_S161_E1-50"
"893",1,1,"SM-GE64H_S162_E1-50"
"894",1,1,"SM-GE64H_S163_E1-50"
"895",-1,15,"SM-GE64H_S164_E1-50"
"896",17,17,"SM-GE64H_S166_E1-50"
"897",-1,10,"SM-GE64H_S167_E1-50"
"898",1,1,"SM-GE64H_S168_E1-50"
"899",16,16,"SM-GE64H_S169_E1-50"
"900",21,21,"SM-GE64H_S170_E1-50"
"901",16,16,"SM-GE64H_S171_E1-50"
"902",-1,21,"SM-GE64H_S172_E1-50"
"903",10,10,"SM-GE64H_S173_E1-50"
"904",21,21,"SM-GE64H_S174_E1-50"
"905",10,10,"SM-GE64H_S176_E1-50"
"906",10,10,"SM-GE64H_S177_E1-50"
"907",-1,3,"SM-GE64H_S178_E1-50"
"908",-1,3,"SM-GE64H_S179_E1-50"
"909",21,21,"SM-GE64H_S180_E1-50"
"910",10,10,"SM-GE64H_S181_E1-50"
"911",-1,21,"SM-GE64H_S182_E1-50"
"912",-1,10,"SM-GE64H_S186_E1-50"
"913",16,16,"SM-GE64H_S188_E1-50"
"914",10,10,"SM-GE64H_S189_E1-50"
"915",-1,3,"SM-GE64H_S190_E1-50"
"916",1,1,"SM-GE64H_S192_E1-50"
"917",3,3,"SM-GE64I_S002_E1-50"
"918",14,14,"SM-GE64I_S003_E1-50"
"919",-1,21,"SM-GE64I_S004_E1-50"
"920",14,14,"SM-GE64I_S006_E1-50"
"921",-1,14,"SM-GE64I_S007_E1-50"
"922",-1,21,"SM-GE64I_S008_E1-50"
"923",12,12,"SM-GE64I_S010_E1-50"
"924",17,17,"SM-GE64I_S011_E1-50"
"925",17,17,"SM-GE64I_S012_E1-50"
"926",3,3,"SM-GE64I_S013_E1-50"
"927",14,14,"SM-GE64I_S014_E1-50"
"928",-1,19,"SM-GE64I_S015_E1-50"
"929",-1,19,"SM-GE64I_S016_E1-50"
"930",14,14,"SM-GE64I_S017_E1-50"
"931",17,17,"SM-GE64I_S019_E1-50"
"932",-1,2,"SM-GE64I_S020_E1-50"
"933",14,14,"SM-GE64I_S021_E1-50"
"934",3,3,"SM-GE64I_S022_E1-50"
"935",17,17,"SM-GE64I_S023_E1-50"
"936",2,2,"SM-GE64I_S024_E1-50"
"937",-1,3,"SM-GE64I_S025_E1-50"
"938",1,1,"SM-GE64I_S026_E1-50"
"939",19,19,"SM-GE64I_S027_E1-50"
"940",17,17,"SM-GE64I_S028_E1-50"
"941",-1,16,"SM-GE64I_S029_E1-50"
"942",17,17,"SM-GE64I_S030_E1-50"
"943",12,12,"SM-GE64I_S031_E1-50"
"944",17,17,"SM-GE64I_S032_E1-50"
"945",17,17,"SM-GE64I_S041_E1-50"
"946",1,1,"SM-GE64I_S042_E1-50"
"947",-1,17,"SM-GE64I_S043_E1-50"
"948",12,12,"SM-GE64I_S044_E1-50"
"949",-1,10,"SM-GE64I_S045_E1-50"
"950",17,17,"SM-GE64I_S046_E1-50"
"951",17,17,"SM-GE64I_S047_E1-50"
"952",-1,17,"SM-GE64I_S048_E1-50"
"953",17,17,"SM-GE64I_S049_E1-50"
"954",17,17,"SM-GE64I_S050_E1-50"
"955",17,17,"SM-GE64I_S051_E1-50"
"956",-1,17,"SM-GE64I_S052_E1-50"
"957",-1,21,"SM-GE64I_S053_E1-50"
"958",-1,3,"SM-GE64I_S054_E1-50"
"959",17,17,"SM-GE64I_S055_E1-50"
"960",-1,17,"SM-GE64I_S056_E1-50"
"961",-1,10,"SM-GE64I_S057_E1-50"
"962",10,10,"SM-GE64I_S058_E1-50"
"963",16,16,"SM-GE64I_S059_E1-50"
"964",16,16,"SM-GE64I_S060_E1-50"
"965",16,16,"SM-GE64I_S061_E1-50"
"966",10,10,"SM-GE64I_S062_E1-50"
"967",-1,19,"SM-GE64I_S064_E1-50"
"968",16,16,"SM-GE64I_S065_E1-50"
"969",10,10,"SM-GE64I_S066_E1-50"
"970",10,10,"SM-GE64I_S067_E1-50"
"971",-1,14,"SM-GE64I_S068_E1-50"
"972",-1,16,"SM-GE64I_S069_E1-50"
"973",21,21,"SM-GE64I_S070_E1-50"
"974",-1,10,"SM-GE64I_S072_E1-50"
"975",-1,19,"SM-GE64I_S073_E1-50"
"976",-1,3,"SM-GE64I_S074_E1-50"
"977",-1,3,"SM-GE64I_S075_E1-50"
"978",-1,10,"SM-GE64I_S077_E1-50"
"979",16,16,"SM-GE64I_S078_E1-50"
"980",-1,17,"SM-GE64I_S079_E1-50"
"981",21,21,"SM-GE64I_S080_E1-50"
"982",10,10,"SM-GE64I_S081_E1-50"
"983",16,16,"SM-GE64I_S082_E1-50"
"984",-1,12,"SM-GE64I_S083_E1-50"
"985",10,10,"SM-GE64I_S084_E1-50"
"986",-1,3,"SM-GE64I_S085_E1-50"
"987",-1,3,"SM-GE64I_S086_E1-50"
"988",9,9,"SM-GE64I_S087_E1-50"
"989",10,10,"SM-GE64I_S088_E1-50"
"990",10,10,"SM-GE64I_S089_E1-50"
"991",16,16,"SM-GE64I_S093_E1-50"
"992",18,18,"SM-GE64I_S096_E1-50"
"993",-1,17,"SM-GE64I_S097_E1-50"
"994",-1,17,"SM-GE64I_S098_E1-50"
"995",14,14,"SM-GE64I_S099_E1-50"
"996",17,17,"SM-GE64I_S100_E1-50"
"997",-1,12,"SM-GE64I_S102_E1-50"
"998",-1,17,"SM-GE64I_S103_E1-50"
"999",17,17,"SM-GE64I_S104_E1-50"
"1000",10,10,"SM-GE64I_S105_E1-50"
"1001",-1,15,"SM-GE64I_S106_E1-50"
"1002",17,17,"SM-GE64I_S108_E1-50"
"1003",-1,21,"SM-GE64I_S109_E1-50"
"1004",14,14,"SM-GE64I_S110_E1-50"
"1005",14,14,"SM-GE64I_S111_E1-50"
"1006",-1,21,"SM-GE64I_S113_E1-50"
"1007",14,14,"SM-GE64I_S116_E1-50"
"1008",14,14,"SM-GE64I_S117_E1-50"
"1009",-1,16,"SM-GE64I_S118_E1-50"
"1010",19,19,"SM-GE64I_S119_E1-50"
"1011",17,17,"SM-GE64I_S120_E1-50"
"1012",18,18,"SM-GE64I_S121_E1-50"
"1013",17,17,"SM-GE64I_S122_E1-50"
"1014",-1,17,"SM-GE64I_S123_E1-50"
"1015",-1,12,"SM-GE64I_S124_E1-50"
"1016",17,17,"SM-GE64I_S125_E1-50"
"1017",17,17,"SM-GE64I_S126_E1-50"
"1018",19,19,"SM-GE64I_S127_E1-50"
"1019",-1,3,"SM-GE64I_S128_E1-50"
"1020",-1,12,"SM-GE64I_S130_E1-50"
"1021",17,17,"SM-GE64I_S131_E1-50"
"1022",17,17,"SM-GE64I_S132_E1-50"
"1023",-1,17,"SM-GE64I_S133_E1-50"
"1024",-1,17,"SM-GE64I_S134_E1-50"
"1025",-1,17,"SM-GE64I_S135_E1-50"
"1026",13,13,"SM-GE64I_S136_E1-50"
"1027",7,7,"SM-GE64I_S145_E1-50"
"1028",1,1,"SM-GE64I_S146_E1-50"
"1029",7,7,"SM-GE64I_S147_E1-50"
"1030",1,1,"SM-GE64I_S148_E1-50"
"1031",12,12,"SM-GE64I_S149_E1-50"
"1032",18,18,"SM-GE64I_S150_E1-50"
"1033",17,17,"SM-GE64I_S151_E1-50"
"1034",1,1,"SM-GE64I_S152_E1-50"
"1035",17,17,"SM-GE64I_S153_E1-50"
"1036",18,18,"SM-GE64I_S154_E1-50"
"1037",-1,15,"SM-GE64I_S155_E1-50"
"1038",-1,21,"SM-GE64I_S156_E1-50"
"1039",1,1,"SM-GE64I_S157_E1-50"
"1040",17,17,"SM-GE64I_S158_E1-50"
"1041",17,17,"SM-GE64I_S159_E1-50"
"1042",7,7,"SM-GE64I_S160_E1-50"
"1043",18,18,"SM-GE64I_S161_E1-50"
"1044",17,17,"SM-GE64I_S162_E1-50"
"1045",1,1,"SM-GE64I_S163_E1-50"
"1046",-1,12,"SM-GE64I_S164_E1-50"
"1047",9,9,"SM-GE64I_S165_E1-50"
"1048",17,17,"SM-GE64I_S166_E1-50"
"1049",17,17,"SM-GE64I_S167_E1-50"
"1050",13,13,"SM-GE64I_S168_E1-50"
"1051",-1,19,"SM-GE64I_S169_E1-50"
"1052",10,10,"SM-GE64I_S171_E1-50"
"1053",10,10,"SM-GE64I_S173_E1-50"
"1054",19,19,"SM-GE64I_S174_E1-50"
"1055",10,10,"SM-GE64I_S175_E1-50"
"1056",10,10,"SM-GE64I_S176_E1-50"
"1057",-1,16,"SM-GE64I_S177_E1-50"
"1058",16,16,"SM-GE64I_S178_E1-50"
"1059",16,16,"SM-GE64I_S179_E1-50"
"1060",21,21,"SM-GE64I_S180_E1-50"
"1061",15,15,"SM-GE64I_S181_E1-50"
"1062",7,7,"SM-GE64I_S182_E1-50"
"1063",10,10,"SM-GE64I_S183_E1-50"
"1064",12,12,"SM-GE64I_S184_E1-50"
"1065",-1,10,"SM-GE64I_S186_E1-50"
"1066",10,10,"SM-GE64I_S187_E1-50"
"1067",-1,10,"SM-GE64I_S188_E1-50"
"1068",18,18,"SM-GE64I_S189_E1-50"
"1069",12,12,"SM-GE64I_S190_E1-50"
"1070",7,7,"SM-GE64I_S192_E1-50"
"1071",17,17,"SM-GE64J_S001_E1-50"
"1072",-1,17,"SM-GE64J_S004_E1-50"
"1073",2,2,"SM-GE64J_S005_E1-50"
"1074",3,3,"SM-GE64J_S006_E1-50"
"1075",3,3,"SM-GE64J_S008_E1-50"
"1076",2,2,"SM-GE64J_S009_E1-50"
"1077",3,3,"SM-GE64J_S010_E1-50"
"1078",17,17,"SM-GE64J_S011_E1-50"
"1079",-1,19,"SM-GE64J_S013_E1-50"
"1080",17,17,"SM-GE64J_S014_E1-50"
"1081",-1,14,"SM-GE64J_S015_E1-50"
"1082",2,2,"SM-GE64J_S018_E1-50"
"1083",14,14,"SM-GE64J_S021_E1-50"
"1084",-1,17,"SM-GE64J_S022_E1-50"
"1085",-1,15,"SM-GE64J_S023_E1-50"
"1086",14,14,"SM-GE64J_S024_E1-50"
"1087",17,17,"SM-GE64J_S025_E1-50"
"1088",1,1,"SM-GE64J_S026_E1-50"
"1089",-1,17,"SM-GE64J_S027_E1-50"
"1090",19,19,"SM-GE64J_S028_E1-50"
"1091",17,17,"SM-GE64J_S029_E1-50"
"1092",-1,17,"SM-GE64J_S030_E1-50"
"1093",17,17,"SM-GE64J_S031_E1-50"
"1094",17,17,"SM-GE64J_S032_E1-50"
"1095",18,18,"SM-GE64J_S033_E1-50"
"1096",17,17,"SM-GE64J_S034_E1-50"
"1097",1,1,"SM-GE64J_S035_E1-50"
"1098",17,17,"SM-GE64J_S036_E1-50"
"1099",17,17,"SM-GE64J_S037_E1-50"
"1100",17,17,"SM-GE64J_S038_E1-50"
